ID,mag_name,completeness,contamination,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,dereplicated_old,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM083375,EHA05391_bin.448.fa,77.30,0.75,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__UBA1407,f__UBA1407,g__,s__,Lasiorhinus latifrons,0.00,1427250,45.00%,8416,219,2049,128,2049,858,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.448.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083375_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083375.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083375_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,58.1
EHM083376,EHA05391_bin.449.fa,86.98,0.21,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__,Lasiorhinus latifrons,79.26,2593835,47.00%,30505,174,1020,13,1019,397,1,0.1,DMB0178,0.51,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.449.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083376_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083376.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083376_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,61.1
EHM083377,EHA05391_bin.45.fa,98.85,0.20,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,Lasiorhinus latifrons,76.89,1721140,47.00%,80387,35,1967,151,1967,859,0,,DMB0178,0.05,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.45.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083377_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083377.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083377_kegg.tsv.gz,false,true,DMB0178,0.94,Diprotodontia,Mammalia,56.3
EHM083378,EHA05391_bin.450.fa,93.57,0.12,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__OMSK01,s__,Lasiorhinus latifrons,0.00,2249936,52.00%,47325,81,1052,18,1052,486,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.450.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083378_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083378.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083378_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,53.8
EHM083379,EHA05391_bin.451.fa,87.75,2.61,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1754,s__,Lasiorhinus latifrons,0.00,1405093,39.00%,17563,131,1448,31,1447,561,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.451.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083379_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083379.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083379_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,61.3
EHM083380,EHA05391_bin.452.fa,92.97,0.42,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG12783,s__,Lasiorhinus latifrons,0.00,2572973,50.00%,49008,78,588,3,588,229,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.452.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083380_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083380.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083380_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,61.1
EHM083381,EHA05391_bin.453.fa,67.13,1.87,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__,Lasiorhinus latifrons,0.00,981176,25.00%,23364,56,1005,35,1005,497,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.453.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083381_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083381.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083381_kegg.tsv.gz,false,true,DMB0178,0.93,Diprotodontia,Mammalia,50.5
EHM083382,EHA05391_bin.454.fa,78.45,2.89,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__,Lasiorhinus latifrons,76.79,2406077,55.00%,7104,408,1531,69,1531,735,0,,DMB0178,0.11,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.454.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083382_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083382.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083382_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,52.0
EHM083383,EHA05391_bin.455.fa,87.81,2.05,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Lasiorhinus latifrons,0.00,970602,23.00%,82799,28,1494,69,1494,730,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.455.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083383_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083383.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083383_kegg.tsv.gz,false,true,DMB0178,0.92,Diprotodontia,Mammalia,51.1
EHM083384,EHA05391_bin.456.fa,94.75,1.87,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Aphodocola,s__,Lasiorhinus latifrons,0.00,1255008,28.00%,37917,52,986,16,986,385,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.456.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083384_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083384.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083384_kegg.tsv.gz,false,true,DMB0178,0.88,Diprotodontia,Mammalia,61.0
EHM083385,EHA05391_bin.457.fa,52.52,4.56,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG099,s__,Lasiorhinus latifrons,0.00,564968,25.00%,21862,36,1375,14,1375,733,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.457.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083385_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083385.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083385_kegg.tsv.gz,false,true,DMB0178,0.92,Diprotodontia,Mammalia,46.7
EHM083386,EHA05391_bin.458.fa,64.85,3.06,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG099,s__,Lasiorhinus latifrons,0.00,1063661,32.00%,9185,155,1346,8,1346,753,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.458.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083386_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083386.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083386_kegg.tsv.gz,false,true,DMB0178,0.92,Diprotodontia,Mammalia,44.1
EHM083387,EHA05391_bin.459.fa,95.16,1.39,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__RGIG1439,s__,Lasiorhinus latifrons,77.85,1746939,37.00%,38841,64,1921,47,1921,979,0,,DMB0178,0.11,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.459.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083387_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083387.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083387_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,49.0
EHM083388,EHA05391_bin.46.fa,86.53,0.13,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,Lasiorhinus latifrons,0.00,1780032,41.00%,55327,87,1611,37,1610,788,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.46.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083388_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083388.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083388_kegg.tsv.gz,false,true,DMB0178,0.95,Diprotodontia,Mammalia,51.1
EHM083389,EHA05391_bin.460.fa,69.51,4.31,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__,Lasiorhinus latifrons,0.00,947229,25.00%,12752,103,1285,28,1285,537,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.460.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083389_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083389.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083389_kegg.tsv.gz,false,true,DMB0178,0.93,Diprotodontia,Mammalia,58.2
EHM083390,EHA05391_bin.461.fa,98.67,1.80,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Firm-10,s__,Lasiorhinus latifrons,0.00,1541920,44.00%,25397,134,1979,93,1979,849,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.461.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083390_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083390.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083390_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,57.1
EHM083391,EHA05391_bin.462.fa,95.75,0.30,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__JAAYXM01,g__SIG480,s__,Lasiorhinus latifrons,0.00,1471280,47.00%,30839,81,1374,39,1373,783,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.462.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083391_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083391.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083391_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,43.0
EHM083392,EHA05391_bin.463.fa,97.47,0.00,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Monoglobales,f__UMGS1388,g__,s__,Lasiorhinus latifrons,76.36,2048628,47.00%,107175,34,1753,131,1753,919,0,,DMB0178,0.08,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.463.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083392_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083392.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083392_kegg.tsv.gz,false,true,DMB0178,0.87,Diprotodontia,Mammalia,47.6
EHM083393,EHA05391_bin.464.fa,92.36,0.64,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA6857,s__,Lasiorhinus latifrons,77.65,1731287,52.00%,34067,99,2110,88,2109,973,1,0.0,DMB0178,0.21,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.464.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083393_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083393.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083393_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,53.9
EHM083394,EHA05391_bin.465.fa,76.22,5.84,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Monoglobales,f__Monoglobaceae,g__UMGS1820,s__,Lasiorhinus latifrons,0.00,1509174,57.00%,3629,451,1963,125,1962,959,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.465.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083394_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083394.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083394_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,51.1
EHM083395,EHA05391_bin.466.fa,76.98,0.72,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__,Lasiorhinus latifrons,77.28,2154172,52.00%,8974,325,1584,10,1584,694,0,,DMB0178,0.10,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.466.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083395_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083395.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083395_kegg.tsv.gz,false,true,DMB0178,0.87,Diprotodontia,Mammalia,56.2
EHM083396,EHA05391_bin.467.fa,81.46,0.42,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__WREN01,s__,Lasiorhinus latifrons,75.79,1462808,44.00%,58337,57,2789,227,2789,1095,0,,DMB0178,0.02,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.467.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083396_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083396.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083396_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,60.7
EHM083397,EHA05391_bin.468.fa,98.01,0.78,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__RGIG5631,s__,Lasiorhinus latifrons,78.70,1954337,41.00%,24758,119,1351,15,1351,744,0,,DMB0178,0.30,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.468.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083397_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083397.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083397_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,44.9
EHM083398,EHA05391_bin.469.fa,93.57,4.52,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAKXIK01,s__,Lasiorhinus latifrons,79.97,2344627,40.00%,15700,233,2255,88,2254,1086,1,0.0,DMB0178,0.56,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.469.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083398_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083398.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083398_kegg.tsv.gz,false,true,DMB0178,0.88,Diprotodontia,Mammalia,51.8
EHM083399,EHA05391_bin.47.fa,97.78,0.37,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tenuifilaceae,g__RGIG6076,s__,Lasiorhinus latifrons,0.00,2239495,45.00%,41994,102,2242,65,2242,970,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.47.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083399_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083399.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083399_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,56.7
EHM083400,EHA05391_bin.470.fa,59.62,0.24,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__UMGS1384,g__CALWJF01,s__,Lasiorhinus latifrons,0.00,1673167,36.00%,7185,300,1653,64,1653,847,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.470.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083400_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083400.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083400_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,48.8
EHM083401,EHA05391_bin.471.fa,93.72,0.82,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__RUG11247,s__,Lasiorhinus latifrons,78.35,3221178,43.00%,165228,42,2026,74,2026,1028,0,,DMB0178,0.22,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.471.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083401_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083401.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083401_kegg.tsv.gz,false,true,DMB0178,0.93,Diprotodontia,Mammalia,49.3
EHM083402,EHA05391_bin.472.fa,92.34,1.73,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__UBA1428,s__UBA1428 sp002329335,Lasiorhinus latifrons,96.19,1452824,41.00%,6198,290,2555,108,2555,1274,0,,DMB0178,0.82,96.19,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.472.fa.gz,ABB0615,Species,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083402_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083402.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083402_kegg.tsv.gz,false,true,DMB0178,0.87,Diprotodontia,Mammalia,50.1
EHM083403,EHA05391_bin.473.fa,96.32,0.96,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__JAGZMM01,s__,Lasiorhinus latifrons,0.00,2432147,57.00%,28353,135,1529,49,1528,799,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.473.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083403_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083403.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083403_kegg.tsv.gz,false,true,DMB0178,0.87,Diprotodontia,Mammalia,47.7
EHM083404,EHA05391_bin.474.fa,94.09,1.09,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__QALR01,s__,Lasiorhinus latifrons,0.00,2708522,40.00%,17656,238,1151,52,1150,508,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.474.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083404_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083404.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083404_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,55.9
EHM083405,EHA05391_bin.475.fa,83.88,0.56,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG5612,s__,Lasiorhinus latifrons,0.00,1783631,58.00%,35535,74,1744,27,1743,905,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.475.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083405_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083405.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083405_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,48.1
EHM083406,EHA05391_bin.476.fa,96.51,0.61,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__W0P28-013,s__,Lasiorhinus latifrons,78.26,2152632,55.00%,39279,80,1563,55,1563,699,0,,DMB0178,0.38,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.476.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083406_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083406.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083406_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,55.3
EHM083407,EHA05391_bin.477.fa,94.16,0.63,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA791,s__,Lasiorhinus latifrons,0.00,2765204,56.00%,25233,162,1533,43,1533,677,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.477.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083407_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083407.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083407_kegg.tsv.gz,false,true,DMB0178,0.87,Diprotodontia,Mammalia,55.8
EHM083408,EHA05391_bin.478.fa,98.76,5.18,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__,Lasiorhinus latifrons,0.00,1604052,55.00%,7777,264,1488,46,1488,659,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.478.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083408_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083408.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083408_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,55.7
