user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA05391_bin.109.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	ANI	classification based on placement in class-level tree	GCA_900769995.1, s__Faecousia sp900769995, 95.0, 78.31, 0.115; GCA_024404825.1, s__Faecousia sp024404825, 95.0, 77.95, 0.201; GCA_017577345.1, s__Faecousia sp017577345, 95.0, 77.93, 0.151; GCA_902795195.1, s__Faecousia sp902795195, 95.0, 77.83, 0.115; GCA_934645175.1, s__Faecousia sp934645175, 95.0, 77.78, 0.075; GCA_017429835.1, s__Faecousia sp017429835, 95.0, 77.77, 0.117; GCA_004556205.1, s__Faecousia sp004556205, 95.0, 77.77, 0.137; GCA_934630495.1, s__Faecousia sp934630495, 95.0, 77.76, 0.113; GCA_905233385.1, s__Faecousia sp905233385, 95.0, 77.72, 0.1; GCA_900316335.1, s__Faecousia sp900316335, 95.0, 77.71, 0.122; GCA_015067565.1, s__Faecousia sp015067565, 95.0, 77.71, 0.095; GCA_934622035.1, s__Faecousia sp934622035, 95.0, 77.67, 0.119; GCA_017481325.1, s__Faecousia sp017481325, 95.0, 77.66, 0.071; GCA_945487445.1, s__Faecousia sp945487445, 95.0, 77.61, 0.086; GCA_900551495.1, s__Faecousia sp900551495, 95.0, 77.58, 0.113; GCA_015068455.1, s__Faecousia sp015068455, 95.0, 77.58, 0.088; GCA_934654755.1, s__Faecousia sp934654755, 95.0, 77.54, 0.078; GCA_016296045.1, s__Faecousia sp016296045, 95.0, 77.51, 0.126; GCA_015068235.1, s__Faecousia sp015068235, 95.0, 77.39, 0.104; GCA_020025515.1, s__Faecousia sp020025515, 95.0, 77.34, 0.064; GCA_017405865.1, s__Faecousia sp017405865, 95.0, 77.32, 0.119; GCA_900315595.1, s__Faecousia sp900315595, 95.0, 77.32, 0.104; GCA_017391305.1, s__Faecousia sp017391305, 95.0, 77.31, 0.089; GCA_905235655.1, s__Faecousia sp905235655, 95.0, 77.28, 0.141; GCA_017399355.1, s__Faecousia sp017399355, 95.0, 77.23, 0.089; GCA_017461445.1, s__Faecousia sp017461445, 95.0, 77.21, 0.047; GCA_900544705.1, s__Faecousia sp900544705, 95.0, 77.16, 0.122; GCA_934667815.1, s__Faecousia sp934667815, 95.0, 77.16, 0.131; GCA_900546415.1, s__Faecousia sp900546415, 95.0, 77.16, 0.089; GCA_934569195.1, s__Faecousia sp934569195, 95.0, 77.15, 0.041; GCA_017419715.1, s__Faecousia sp017419715, 95.0, 77.14, 0.077; GCA_945635805.1, s__Faecousia sp945635805, 95.0, 77.13, 0.117; GCA_022770345.1, s__Faecousia sp022770345, 95.0, 77.1, 0.046; GCA_017429325.1, s__Faecousia sp017429325, 95.0, 77.1, 0.069; GCA_002372735.1, s__Faecousia sp002372735, 95.0, 77.09, 0.083; GCA_934569215.1, s__Faecousia sp934569215, 95.0, 77.07, 0.042; GCA_017540945.1, s__Faecousia sp017540945, 95.0, 77.04, 0.078; GCA_018713285.1, s__Faecousia excrementigallinarum, 95.0, 77.04, 0.06; GCA_900548795.1, s__Faecousia sp900548795, 95.0, 76.99, 0.082; GCA_900544405.1, s__Faecousia sp900544405, 95.0, 76.99, 0.042; GCA_944385535.1, s__Faecousia sp944385535, 95.0, 76.98, 0.047; GCA_016282135.1, s__Faecousia sp016282135, 95.0, 76.98, 0.089; GCA_016292255.1, s__Faecousia sp016292255, 95.0, 76.96, 0.095; GCA_015067585.1, s__Faecousia sp015067585, 95.0, 76.94, 0.091; GCA_017541995.1, s__Faecousia sp017541995, 95.0, 76.93, 0.088; GCA_905215665.1, s__Faecousia sp905215665, 95.0, 76.93, 0.109; GCA_015068305.1, s__Faecousia sp015068305, 95.0, 76.88, 0.047; GCA_022774865.1, s__Faecousia sp022774865, 95.0, 76.87, 0.06; GCA_018712825.1, s__Faecousia excrementipullorum, 95.0, 76.85, 0.052; GCA_016302015.1, s__Faecousia sp016302015, 95.0, 76.84, 0.091; GCA_900554705.1, s__Faecousia sp900554705, 95.0, 76.84, 0.084; GCA_017543225.1, s__Faecousia sp017543225, 95.0, 76.84, 0.08; GCA_934615645.1, s__Faecousia sp934615645, 95.0, 76.84, 0.068; GCA_015067725.1, s__Faecousia sp015067725, 95.0, 76.84, 0.069; GCA_902767915.1, s__Faecousia sp902767915, 95.0, 76.83, 0.108; GCA_015068225.1, s__Faecousia sp015068225, 95.0, 76.82, 0.068; GCA_020025575.1, s__Faecousia sp020025575, 95.0, 76.82, 0.051; GCA_910589155.1, s__Faecousia sp910589155, 95.0, 76.82, 0.068; GCA_934668285.1, s__Faecousia sp934668285, 95.0, 76.79, 0.085; GCA_017936205.1, s__Faecousia sp017936205, 95.0, 76.77, 0.045; GCA_900762005.1, s__Faecousia sp900762005, 95.0, 76.75, 0.119; GCA_934636045.1, s__Faecousia sp934636045, 95.0, 76.73, 0.08; GCA_020025595.1, s__Faecousia sp020025595, 95.0, 76.71, 0.068; GCA_022781505.1, s__Faecousia sp022781505, 95.0, 76.69, 0.066; GCA_016302005.1, s__Faecousia sp016302005, 95.0, 76.68, 0.099; GCA_902795095.1, s__Faecousia sp902795095, 95.0, 76.65, 0.064; GCA_900546075.1, s__Faecousia sp900546075, 95.0, 76.65, 0.06; GCA_020025545.1, s__Faecousia sp020025545, 95.0, 76.63, 0.058; GCA_945486035.1, s__Faecousia sp945486035, 95.0, 76.63, 0.04; GCA_017519005.1, s__Faecousia sp017519005, 95.0, 76.62, 0.073; GCA_017456645.1, s__Faecousia sp017456645, 95.0, 76.61, 0.046; GCA_018715805.1, s__Faecousia intestinigallinarum, 95.0, 76.61, 0.042; GCA_017612935.1, s__Faecousia sp017612935, 95.0, 76.61, 0.069; GCA_017473225.1, s__Faecousia sp017473225, 95.0, 76.57, 0.046; GCA_015067605.1, s__Faecousia sp015067605, 95.0, 76.54, 0.038; GCA_021199635.1, s__Faecousia sp021199635, 95.0, 76.54, 0.044; GCA_017936985.1, s__Faecousia sp017936985, 95.0, 76.54, 0.028; GCA_017622295.1, s__Faecousia sp017622295, 95.0, 76.52, 0.043; GCA_003525905.1, s__Faecousia sp003525905, 95.0, 76.51, 0.091; GCA_019418025.1, s__Faecousia sp019418025, 95.0, 76.47, 0.049; GCA_017457285.1, s__Faecousia sp017457285, 95.0, 76.46, 0.049; GCA_934589155.1, s__Faecousia sp934589155, 95.0, 76.43, 0.066; GCA_934569225.1, s__Faecousia sp934569225, 95.0, 76.42, 0.049; GCA_020025535.1, s__Faecousia sp020025535, 95.0, 76.34, 0.062; GCA_004555705.1, s__Faecousia sp004555705, 95.0, 76.29, 0.047; GCA_934572365.1, s__Faecousia sp934572365, 95.0, 76.28, 0.058; GCA_017425545.1, s__Faecousia sp017425545, 95.0, 76.25, 0.069; GCA_018712145.1, s__Faecousia faecigallinarum, 95.0, 76.25, 0.038; GCA_017614755.1, s__Faecousia sp017614755, 95.0, 76.23, 0.082; GCA_900546915.1, s__Faecousia gallistercoris, 95.0, 76.23, 0.06; GCA_934667865.1, s__Faecousia sp934667865, 95.0, 76.22, 0.092; GCA_000434635.1, s__Faecousia sp000434635, 95.0, 76.21, 0.075; GCA_017473455.1, s__Faecousia sp017473455, 95.0, 76.21, 0.043; GCA_902767395.1, s__Faecousia sp902767395, 95.0, 76.15, 0.061; GCA_017632035.1, s__Faecousia sp017632035, 95.0, 76.1, 0.045; GCA_900544975.1, s__Faecousia sp900544975, 95.0, 76.01, 0.058; GCA_934565775.1, s__Faecousia sp934565775, 95.0, 75.88, 0.051; GCA_017537045.1, s__Faecousia sp017537045, 95.0, 75.88, 0.033; GCA_900545515.1, s__Faecousia sp000435995, 95.0, 75.88, 0.06; GCA_905205195.1, s__Faecousia sp900762935, 95.0, 75.66, 0.044	90.71	11	0.90056	N/A
EHA05391_bin.110.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFTH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFTH01;s__	ANI	classification based on placement in class-level tree	GCA_934663625.1, s__SFTH01 sp934663625, 95.0, 78.85, 0.342; GCA_004557125.1, s__SFTH01 sp004557125, 95.0, 78.68, 0.346; GCA_934670175.1, s__SFTH01 sp934670175, 95.0, 78.62, 0.369; GCA_004563405.1, s__SFTH01 sp004563405, 95.0, 78.55, 0.362; GCA_017481065.1, s__SFTH01 sp017481065, 95.0, 78.45, 0.283; GCA_004554085.1, s__SFTH01 sp004554085, 95.0, 78.32, 0.403; GCA_017938785.1, s__SFTH01 sp017938785, 95.0, 78.12, 0.285; GCA_934645275.1, s__SFTH01 sp934645275, 95.0, 77.63, 0.158; GCA_019419995.1, s__SFTH01 sp019419995, 95.0, 76.79, 0.122	63.18	11	0.94642	N/A
EHA05391_bin.111.fa	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__W1P20-047;s__	N/A	N/A	N/A	N/A	N/A	GCA_004555335.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__W1P20-047;s__W1P20-047 sp004555335	80.22	0.502	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__W1P20-047;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	68.8	11	0.95504	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA05391_bin.112.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Excrementavichristensenella;s__	N/A	N/A	N/A	N/A	N/A	GCA_018711685.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Excrementavichristensenella;s__Excrementavichristensenella intestinipullorum	78.81	0.235	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Excrementavichristensenella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012520375.1, s__Excrementavichristensenella sp012520375, 95.0, 77.47, 0.172	86.14	11	0.92764	N/A
EHA05391_bin.113.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__	ANI	classification based on placement in class-level tree	GCA_905211955.1, s__UBA1259 sp905211955, 95.0, 77.34, 0.068; GCA_934230055.1, s__UBA1259 sp934230055, 95.0, 77.21, 0.018; GCA_017501885.1, s__UBA1259 sp017501885, 95.0, 77.13, 0.109; GCA_015069625.1, s__UBA1259 sp015069625, 95.0, 77.09, 0.132; GCA_015069465.1, s__UBA1259 sp015069465, 95.0, 77.04, 0.2; GCA_015055735.1, s__UBA1259 sp015055735, 95.0, 76.94, 0.118; GCA_015055725.1, s__UBA1259 sp015055725, 95.0, 76.87, 0.141; GCA_017503265.1, s__UBA1259 sp017503265, 95.0, 76.76, 0.082; GCA_017621955.1, s__UBA1259 sp017621955, 95.0, 76.72, 0.123; GCA_017467345.1, s__UBA1259 sp017467345, 95.0, 76.71, 0.114; GCA_017558105.1, s__UBA1259 sp017558105, 95.0, 76.65, 0.109; GCA_904502225.1, s__UBA1259 sp904502225, 95.0, 76.64, 0.132; GCA_017505675.1, s__UBA1259 sp017505675, 95.0, 76.58, 0.077; GCA_016295005.1, s__UBA1259 sp016295005, 95.0, 76.57, 0.018; GCA_905235785.1, s__UBA1259 sp905235785, 95.0, 76.5, 0.025; GCA_015055805.1, s__UBA1259 sp015055805, 95.0, 76.4, 0.086; GCA_003523255.1, s__UBA1259 sp003523255, 95.0, 76.37, 0.027; GCA_017397305.1, s__UBA1259 sp017397305, 95.0, 76.36, 0.077; GCA_015069505.1, s__UBA1259 sp015069505, 95.0, 76.36, 0.059; GCA_900771345.1, s__UBA1259 sp900771345, 95.0, 76.35, 0.1; GCA_017502525.1, s__UBA1259 sp017502525, 95.0, 76.29, 0.095; GCA_904501795.1, s__UBA1259 sp904501795, 95.0, 76.28, 0.095; GCA_944376035.1, s__UBA1259 sp944376035, 95.0, 76.25, 0.018; GCA_017456055.1, s__UBA1259 sp017456055, 95.0, 76.25, 0.118; GCA_944367535.1, s__UBA1259 sp944367535, 95.0, 76.25, 0.041; GCA_017648525.1, s__UBA1259 sp017648525, 95.0, 76.19, 0.086; GCA_017445995.1, s__UBA1259 sp017445995, 95.0, 76.17, 0.016; GCA_017465145.1, s__UBA1259 sp017465145, 95.0, 76.17, 0.155; GCA_017505625.1, s__UBA1259 sp017505625, 95.0, 76.11, 0.064; GCA_017554545.1, s__UBA1259 sp017554545, 95.0, 76.08, 0.05; GCA_017631725.1, s__UBA1259 sp017631725, 95.0, 76.07, 0.059; GCA_905235765.1, s__UBA1259 sp905235765, 95.0, 76.07, 0.014; GCA_017399945.1, s__UBA1259 sp017399945, 95.0, 76.02, 0.1; GCA_015069425.1, s__UBA1259 sp015069425, 95.0, 75.98, 0.127; GCA_934271275.1, s__UBA1259 sp934271275, 95.0, 75.95, 0.041; GCA_900769565.1, s__UBA1259 sp900769565, 95.0, 75.93, 0.091; GCA_017456945.1, s__UBA1259 sp017456945, 95.0, 75.9, 0.041; GCA_015069265.1, s__UBA1259 sp015069265, 95.0, 75.85, 0.077; GCA_024405475.1, s__UBA1259 sp024405475, 95.0, 75.84, 0.123; GCA_015055945.1, s__UBA1259 sp015055945, 95.0, 75.8, 0.127; GCA_017399035.1, s__UBA1259 sp017399035, 95.0, 75.78, 0.105; GCA_002308755.1, s__UBA1259 sp002308755, 95.0, 75.77, 0.027; GCA_017616925.1, s__UBA1259 sp017616925, 95.0, 75.74, 0.014; GCA_900320065.1, s__UBA1259 sp900320065, 95.0, 75.74, 0.018; GCA_017448355.1, s__UBA1259 sp017448355, 95.0, 75.67, 0.036; GCA_017414525.1, s__UBA1259 sp017414525, 95.0, 75.66, 0.027; GCA_900770685.1, s__UBA1259 sp900770685, 95.0, 75.51, 0.073; GCA_905210545.1, s__UBA1259 sp905210545, 95.0, 75.46, 0.018; GCA_934271245.1, s__UBA1259 sp934271245, 95.0, 75.41, 0.041; GCA_017457015.1, s__UBA1259 sp017457015, 95.0, 75.41, 0.036; GCA_023403375.1, s__UBA1259 sp023403375, 95.0, 75.39, 0.05; GCA_902767225.1, s__UBA1259 sp902767225, 95.0, 75.25, 0.055; GCA_017615975.1, s__UBA1259 sp017615975, 95.0, 74.87, 0.018; GCA_017612915.1, s__UBA1259 sp017612915, 95.0, 74.79, 0.01; GCA_900760875.1, s__UBA1259 sp900760875, 95.0, 74.54, 0.005	37.89	11	0.88687	N/A
EHA05391_bin.115.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.18	11	0.8607	N/A
EHA05391_bin.116.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__	N/A	N/A	N/A	N/A	N/A	GCA_934085595.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp934085595	77.81	0.33	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000434555.1, s__CAG-1000 sp000434555, 95.0, 78.48, 0.344; GCA_900761555.1, s__CAG-1000 sp900761555, 95.0, 78.21, 0.312; GCA_902775285.1, s__CAG-1000 sp902775285, 95.0, 78.2, 0.323; GCA_934102215.1, s__CAG-1000 sp934102215, 95.0, 78.04, 0.323; GCA_022010095.1, s__CAG-1000 sp022010095, 95.0, 77.97, 0.295; GCA_934096235.1, s__CAG-1000 sp934096235, 95.0, 77.94, 0.333; GCA_902778125.1, s__CAG-1000 sp902778125, 95.0, 77.89, 0.288; GCA_017473105.1, s__CAG-1000 sp017473105, 95.0, 77.88, 0.149; GCA_902764145.1, s__CAG-1000 sp902764145, 95.0, 77.84, 0.312; GCA_934090685.1, s__CAG-1000 sp934090685, 95.0, 77.82, 0.337; GCA_934086315.1, s__CAG-1000 sp934086315, 95.0, 77.8, 0.281; GCA_022774645.1, s__CAG-1000 sp022774645, 95.0, 77.8, 0.326; GCA_000436975.1, s__CAG-1000 sp000436975, 95.0, 77.8, 0.292; GCA_016302505.1, s__CAG-1000 sp016302505, 95.0, 77.75, 0.243; GCA_900556025.1, s__CAG-1000 sp900556025, 95.0, 77.67, 0.25; GCA_004552445.1, s__CAG-1000 sp004552445, 95.0, 77.56, 0.316; GCA_017428485.1, s__CAG-1000 sp017428485, 95.0, 77.56, 0.285; GCA_012512795.1, s__CAG-1000 sp012512795, 95.0, 77.54, 0.234; GCA_900768345.1, s__CAG-1000 sp900768345, 95.0, 77.54, 0.323; GCA_944358375.1, s__CAG-1000 sp944358375, 95.0, 77.42, 0.201; GCA_902761685.1, s__CAG-1000 sp902761685, 95.0, 77.4, 0.257; GCA_905193755.1, s__CAG-1000 sp905193755, 95.0, 77.33, 0.285; GCA_017397685.1, s__CAG-1000 sp017397685, 95.0, 77.24, 0.226; GCA_934088535.1, s__CAG-1000 sp934088535, 95.0, 77.15, 0.229; GCA_900772435.1, s__CAG-1000 sp900772435, 95.0, 76.99, 0.209; GCA_900313815.1, s__CAG-1000 sp900313815, 95.0, 76.92, 0.24; GCA_017544525.1, s__CAG-1000 sp017544525, 95.0, 76.9, 0.24; GCA_004560915.1, s__CAG-1000 sp004560915, 95.0, 76.75, 0.212; GCA_934095805.1, s__CAG-1000 sp934095805, 95.0, 76.73, 0.152; GCA_934096785.1, s__CAG-1000 sp934096785, 95.0, 76.7, 0.153	81.25	11	0.94577	N/A
EHA05391_bin.117.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Floccifex;s__	N/A	N/A	N/A	N/A	N/A	GCF_009696175.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Floccifex;s__Floccifex porci	78.1	0.236	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Floccifex;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018065105.1, s__Floccifex sp018065105, 95.0, 78.15, 0.167; GCA_021442845.1, s__Floccifex sp021442845, 95.0, 77.06, 0.113	76.09	11	0.97527	N/A
EHA05391_bin.118.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_018917435.1, s__Intestinibacter bartlettii_A, 95.0, 85.33, 0.713; GCA_025148965.1, s__Intestinibacter bartlettii, 95.0, 85.02, 0.729; GCF_015667935.1, s__Intestinibacter sp900540355, 95.0, 84.24, 0.611; GCA_022780145.1, s__Intestinibacter sp022780145, 95.0, 82.71, 0.545	66.38	11	0.9769	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA05391_bin.119.fa	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.18	11	0.88595	N/A
EHA05391_bin.12.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__SIG427;g__SIG427;s__	N/A	N/A	N/A	N/A	N/A	GCA_015069135.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__SIG427;g__SIG427;s__SIG427 sp015069135	79.44	0.142	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__SIG427;g__SIG427;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	75.03	11	0.88825	N/A
EHA05391_bin.120.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__UBA1234;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__UBA1234;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.58	11	0.90938	N/A
EHA05391_bin.121.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RUG11257;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RUG11257;s__	ANI	classification based on placement in class-level tree	GCA_017450655.1, s__RUG11257 sp017450655, 95.0, 77.74, 0.192; GCA_017650285.1, s__RUG11257 sp017650285, 95.0, 77.52, 0.028; GCA_017958765.1, s__RUG11257 sp017958765, 95.0, 77.41, 0.19; GCA_018064305.1, s__RUG11257 sp018064305, 95.0, 77.31, 0.028; GCA_021443605.1, s__RUG11257 sp021443605, 95.0, 77.27, 0.035; GCA_017519185.1, s__RUG11257 sp017519185, 95.0, 77.19, 0.045; GCA_017561885.1, s__RUG11257 sp017561885, 95.0, 77.12, 0.023; GCA_017616475.1, s__RUG11257 sp017616475, 95.0, 77.07, 0.019; GCA_012513425.1, s__RUG11257 sp012513425, 95.0, 77.01, 0.085; GCA_017617655.1, s__RUG11257 sp017617655, 95.0, 76.65, 0.021; GCA_017960085.1, s__RUG11257 sp017960085, 95.0, 76.65, 0.021; GCA_017429475.1, s__RUG11257 sp017429475, 95.0, 76.64, 0.034; GCA_017551785.1, s__RUG11257 sp017551785, 95.0, 76.62, 0.028; GCA_017561665.1, s__RUG11257 sp017561665, 95.0, 76.51, 0.021; GCA_021443625.1, s__RUG11257 sp021443625, 95.0, 76.47, 0.021; GCA_017548725.1, s__RUG11257 sp017548725, 95.0, 76.4, 0.03; GCA_017527625.1, s__RUG11257 sp017527625, 95.0, 76.4, 0.032; GCA_017614715.1, s__RUG11257 sp017614715, 95.0, 76.24, 0.028; GCA_016290415.1, s__RUG11257 sp016290415, 95.0, 76.17, 0.023; GCA_902767355.1, s__RUG11257 sp902767355, 95.0, 76.07, 0.017; GCA_017529425.1, s__RUG11257 sp017529425, 95.0, 76.04, 0.023; GCA_017428035.1, s__RUG11257 sp017428035, 95.0, 75.73, 0.025; GCA_017446775.1, s__RUG11257 sp017446775, 95.0, 75.68, 0.023; GCA_017962235.1, s__RUG11257 sp017962235, 95.0, 75.52, 0.025; GCA_017445425.1, s__RUG11257 sp017445425, 95.0, 75.23, 0.018; GCA_902773305.1, s__RUG11257 sp902773305, 95.0, 75.16, 0.016	92.51	11	0.95449	N/A
