genome,completeness,contamination,location,length,N50
nhnw_bin.162.fa.gz,94.62,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.162.fa.gz,2394871,49328
nhnw_bin.256.fa.gz,94.57,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.256.fa.gz,3059473,29362
nhnw_bin.559.fa.gz,94.56,2.362,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.559.fa.gz,1666037,37310
nhnw_bin.485.fa.gz,94.55,1.2819999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.485.fa.gz,2872752,21460
nhnw_bin.493.fa.gz,94.54,3.076,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.493.fa.gz,4530441,39165
nhnw_bin.113.fa.gz,94.54,2.6660000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.113.fa.gz,3411865,79269
nhnw_bin.354.fa.gz,94.53,1.301,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.354.fa.gz,2282523,63920
nhnw_bin.404.fa.gz,94.51,1.3980000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.404.fa.gz,2810148,33814
nhnw_bin.47.fa.gz,94.48,1.301,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.47.fa.gz,2182702,18158
nhnw_bin.570.fa.gz,94.45,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.570.fa.gz,1624164,34859
nhnw_bin.28.fa.gz,94.4,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.28.fa.gz,1889963,132057
nhnw_bin.314.fa.gz,94.38,2.8080000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.314.fa.gz,1314907,128482
nhnw_bin.218.fa.gz,94.37,0.657,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.218.fa.gz,1909194,22442
nhnw_bin.200.fa.gz,94.35,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.200.fa.gz,1639317,91209
nhnw_bin.458.fa.gz,94.33,0.943,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.458.fa.gz,1974425,99342
nhnw_bin.96.fa.gz,94.31,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.96.fa.gz,2193514,35530
nhnw_bin.565.fa.gz,94.3,1.265,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.565.fa.gz,2119659,70268
nhnw_bin.43.fa.gz,94.29,5.369,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.43.fa.gz,1694432,105771
nhnw_bin.556.fa.gz,94.26,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.556.fa.gz,2567002,14299
nhnw_bin.164.fa.gz,94.26,2.447,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.164.fa.gz,1976386,33187
nhnw_bin.597.fa.gz,94.25,3.155,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.597.fa.gz,2213954,39857
nhnw_bin.388.fa.gz,94.21,8.745,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.388.fa.gz,2862392,27449
nhnw_bin.69.fa.gz,94.15,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.69.fa.gz,1770226,60644
nhnw_bin.440.fa.gz,94.15,4.058,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.440.fa.gz,2489347,12234
nhnw_bin.433.fa.gz,94.15,0.47600000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.433.fa.gz,1859008,45460
nhnw_bin.522.fa.gz,94.12,0.079,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.522.fa.gz,1610856,117167
nhnw_bin.586.fa.gz,94.09,1.5819999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.586.fa.gz,2020251,74536
nhnw_bin.265.fa.gz,94.08,0.44799999999999995,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.265.fa.gz,1919439,34923
nhnw_bin.297.fa.gz,94.07,4.047,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.297.fa.gz,2309736,94320
nhnw_bin.414.fa.gz,94.06,1.915,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.414.fa.gz,2741439,92652
nhnw_bin.400.fa.gz,94.01,7.256,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.400.fa.gz,3775941,88162
nhnw_bin.393.fa.gz,93.97,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.393.fa.gz,1346481,99755
nhnw_bin.143.fa.gz,93.96,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.143.fa.gz,1668860,109057
nhnw_bin.546.fa.gz,93.95,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.546.fa.gz,1583622,12042
nhnw_bin.479.fa.gz,93.95,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.479.fa.gz,1868572,27570
nhnw_bin.133.fa.gz,93.95,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.133.fa.gz,2841627,101128
nhnw_bin.150.fa.gz,93.94,5.555,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.150.fa.gz,2245863,27043
nhnw_bin.8.fa.gz,93.86,2.426,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.8.fa.gz,2106911,27397
nhnw_bin.215.fa.gz,93.85,0.745,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.215.fa.gz,2063752,7117
nhnw_bin.588.fa.gz,93.84,2.904,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.588.fa.gz,2421459,27877
nhnw_bin.480.fa.gz,93.82,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.480.fa.gz,1262916,23156
nhnw_bin.431.fa.gz,93.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.431.fa.gz,1116817,24598
nhnw_bin.56.fa.gz,93.79,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.56.fa.gz,1749894,54722
nhnw_bin.79.fa.gz,93.75,1.9080000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.79.fa.gz,2477845,36032
nhnw_bin.249.fa.gz,93.73,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.249.fa.gz,2238780,14777
nhnw_bin.351.fa.gz,93.68,5.033,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.351.fa.gz,2558567,11768
nhnw_bin.316.fa.gz,93.66,0.8420000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.316.fa.gz,1872058,57391
nhnw_bin.287.fa.gz,93.66,2.7960000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.287.fa.gz,2609277,51618
nhnw_bin.25.fa.gz,93.65,3.352,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.25.fa.gz,3150792,13220
nhnw_bin.548.fa.gz,93.63,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.548.fa.gz,2641273,39153
nhnw_bin.424.fa.gz,93.62,4.697,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.424.fa.gz,2742977,47534
nhnw_bin.31.fa.gz,93.61,1.8430000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.31.fa.gz,1602916,60283
nhnw_bin.36.fa.gz,93.57,2.659,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.36.fa.gz,1668537,34717
nhnw_bin.80.fa.gz,93.54,3.225,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.80.fa.gz,1919566,66704
nhnw_bin.58.fa.gz,93.51,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.58.fa.gz,2472165,46100
nhnw_bin.144.fa.gz,93.51,0.6920000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.144.fa.gz,1795410,38290
nhnw_bin.271.fa.gz,93.5,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.271.fa.gz,2315681,28584
nhnw_bin.152.fa.gz,93.49,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.152.fa.gz,2693361,28018
nhnw_bin.472.fa.gz,93.45,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.472.fa.gz,2766034,33464
nhnw_bin.235.fa.gz,93.4,2.3480000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.235.fa.gz,3156360,37862
nhnw_bin.197.fa.gz,93.34,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.197.fa.gz,1689675,48666
nhnw_bin.172.fa.gz,93.34,7.718,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.172.fa.gz,4377146,64902
nhnw_bin.476.fa.gz,93.31,2.404,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.476.fa.gz,2254633,16404
nhnw_bin.230.fa.gz,93.29,2.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.230.fa.gz,2418391,103248
nhnw_bin.382.fa.gz,93.27,4.838,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.382.fa.gz,2371078,107322
nhnw_bin.549.fa.gz,93.25,0.8059999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.549.fa.gz,1704998,112648
nhnw_bin.483.fa.gz,93.25,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.483.fa.gz,1272815,162000
nhnw_bin.194.fa.gz,93.15,0.7340000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.194.fa.gz,1784389,22538
nhnw_bin.67.fa.gz,93.13,0.6990000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.67.fa.gz,2643300,29392
nhnw_bin.438.fa.gz,93.1,3.2910000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.438.fa.gz,2120232,22457
nhnw_bin.302.fa.gz,93.09,0.929,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.302.fa.gz,2313401,66272
nhnw_bin.100.fa.gz,93.09,3.935,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.100.fa.gz,2729438,12312
nhnw_bin.471.fa.gz,93.07,0.026000000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.471.fa.gz,1895269,101306
nhnw_bin.104.fa.gz,93.06,7.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.104.fa.gz,2593463,118618
nhnw_bin.233.fa.gz,93.05,6.395,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.233.fa.gz,2255634,29442
nhnw_bin.405.fa.gz,93.0,4.195,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.405.fa.gz,2389663,32201
nhnw_bin.310.fa.gz,92.95,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.310.fa.gz,1955131,22362
nhnw_bin.263.fa.gz,92.95,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.263.fa.gz,2082734,93247
nhnw_bin.103.fa.gz,92.93,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.103.fa.gz,2168603,31444
nhnw_bin.355.fa.gz,92.89,2.498,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.355.fa.gz,2400479,10510
nhnw_bin.234.fa.gz,92.88,0.885,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.234.fa.gz,1920578,35843
nhnw_bin.412.fa.gz,92.86,4.861000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.412.fa.gz,2052604,62221
nhnw_bin.461.fa.gz,92.82,3.7889999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.461.fa.gz,3885739,14957
nhnw_bin.135.fa.gz,92.76,0.371,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.135.fa.gz,1977223,97024
nhnw_bin.595.fa.gz,92.72,3.355,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.595.fa.gz,2534272,7740
nhnw_bin.20.fa.gz,92.68,7.737,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.20.fa.gz,2283525,8124
nhnw_bin.311.fa.gz,92.62,0.682,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.311.fa.gz,1875877,20931
nhnw_bin.562.fa.gz,92.61,4.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.562.fa.gz,2090798,111128
nhnw_bin.536.fa.gz,92.61,1.1179999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.536.fa.gz,1899150,10513
nhnw_bin.383.fa.gz,92.59,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.383.fa.gz,2430813,97327
nhnw_bin.425.fa.gz,92.54,5.2010000000000005,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.425.fa.gz,3925600,38164
nhnw_bin.527.fa.gz,92.39,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.527.fa.gz,2105606,41374
nhnw_bin.65.fa.gz,92.37,0.966,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.65.fa.gz,2508380,53514
nhnw_bin.250.fa.gz,92.35,1.565,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.250.fa.gz,2244452,31044
nhnw_bin.257.fa.gz,92.33,2.3480000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.257.fa.gz,4028203,26151
nhnw_bin.18.fa.gz,92.32,1.296,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.18.fa.gz,2383323,13456
nhnw_bin.582.fa.gz,92.28,2.576,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.582.fa.gz,1116571,83888
nhnw_bin.23.fa.gz,92.2,1.7919999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.23.fa.gz,2395825,29004
nhnw_bin.53.fa.gz,92.14,4.982,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.53.fa.gz,3928274,43368
nhnw_bin.421.fa.gz,92.14,0.6920000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.421.fa.gz,1749436,78601
nhnw_bin.379.fa.gz,92.13,7.865,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.379.fa.gz,1116857,122810
nhnw_bin.142.fa.gz,92.13,4.462,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.142.fa.gz,2352106,32850
nhnw_bin.489.fa.gz,92.0,2.6660000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.489.fa.gz,1764410,78838
nhnw_bin.450.fa.gz,92.0,0.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.450.fa.gz,1397478,104860
nhnw_bin.408.fa.gz,92.0,4.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.408.fa.gz,1152050,242040
nhnw_bin.181.fa.gz,91.97,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.181.fa.gz,2071141,58013
nhnw_bin.558.fa.gz,91.94,2.0340000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.558.fa.gz,1831031,87232
nhnw_bin.301.fa.gz,91.92,0.789,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.301.fa.gz,2102940,40849
nhnw_bin.2.fa.gz,91.92,5.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.2.fa.gz,1739364,68703
nhnw_bin.520.fa.gz,91.9,1.056,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.520.fa.gz,2835321,5946
nhnw_bin.501.fa.gz,91.84,0.10400000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.501.fa.gz,2139779,92238
nhnw_bin.568.fa.gz,91.78,4.202,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.568.fa.gz,2397921,155189
nhnw_bin.128.fa.gz,91.77,1.006,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.128.fa.gz,1639356,38074
nhnw_bin.463.fa.gz,91.75,1.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.463.fa.gz,1563913,12059
nhnw_bin.443.fa.gz,91.74,0.446,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.443.fa.gz,2272665,17007
nhnw_bin.426.fa.gz,91.74,8.165,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.426.fa.gz,1666093,11711
nhnw_bin.199.fa.gz,91.61,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.199.fa.gz,2085998,31212
nhnw_bin.1.fa.gz,91.61,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.1.fa.gz,2578246,33319
nhnw_bin.130.fa.gz,91.61,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.130.fa.gz,1576002,98248
nhnw_bin.375.fa.gz,91.6,1.682,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.375.fa.gz,2142443,99878
nhnw_bin.487.fa.gz,91.58,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.487.fa.gz,1694453,96677
nhnw_bin.283.fa.gz,91.58,4.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.283.fa.gz,2161377,51079
nhnw_bin.502.fa.gz,91.56,1.3980000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.502.fa.gz,2128616,9150
nhnw_bin.526.fa.gz,91.55,1.351,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.526.fa.gz,2313162,123405
nhnw_bin.136.fa.gz,91.51,1.351,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.136.fa.gz,2345983,194843
nhnw_bin.557.fa.gz,91.48,0.158,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.557.fa.gz,1918852,59119
nhnw_bin.392.fa.gz,91.47,0.223,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.392.fa.gz,2438660,26918
nhnw_bin.344.fa.gz,91.44,9.191,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.344.fa.gz,2266416,6971
nhnw_bin.196.fa.gz,91.39,4.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.196.fa.gz,1292227,11206
nhnw_bin.193.fa.gz,91.36,2.727,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.193.fa.gz,2360461,23763
nhnw_bin.201.fa.gz,91.34,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.201.fa.gz,1647350,67889
nhnw_bin.29.fa.gz,91.18,1.038,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.29.fa.gz,1722457,7584
nhnw_bin.475.fa.gz,91.16,3.2430000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.475.fa.gz,1869704,6560
nhnw_bin.87.fa.gz,91.12,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.87.fa.gz,1765184,122009
nhnw_bin.554.fa.gz,91.1,1.811,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.554.fa.gz,2426555,23110
nhnw_bin.101.fa.gz,91.05,0.6920000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.101.fa.gz,1972264,13876
nhnw_bin.525.fa.gz,90.97,0.16699999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.525.fa.gz,2453755,39633
nhnw_bin.10.fa.gz,90.95,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.10.fa.gz,1679543,68233
nhnw_bin.464.fa.gz,90.93,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.464.fa.gz,1602729,118109
nhnw_bin.533.fa.gz,90.91,3.2430000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.533.fa.gz,2395352,13126
nhnw_bin.328.fa.gz,90.88,2.6839999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.328.fa.gz,2096550,16100
nhnw_bin.231.fa.gz,90.84,0.675,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.231.fa.gz,2257521,71388
nhnw_bin.468.fa.gz,90.8,2.403,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.468.fa.gz,2749471,103569
nhnw_bin.32.fa.gz,90.79,6.722,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.32.fa.gz,2106858,86220
nhnw_bin.323.fa.gz,90.66,4.816,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.323.fa.gz,2316976,70648
nhnw_bin.353.fa.gz,90.6,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.353.fa.gz,1766825,151897
nhnw_bin.212.fa.gz,90.59,1.989,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.212.fa.gz,2188043,15482
nhnw_bin.496.fa.gz,90.56,5.851,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.496.fa.gz,1479615,74058
nhnw_bin.81.fa.gz,90.54,1.689,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.81.fa.gz,2303256,29284
nhnw_bin.77.fa.gz,90.53,7.997000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.77.fa.gz,4307855,47307
nhnw_bin.532.fa.gz,90.46,0.732,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.532.fa.gz,1763640,10291
nhnw_bin.510.fa.gz,90.44,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.510.fa.gz,982224,21075
nhnw_bin.163.fa.gz,90.44,2.8080000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.163.fa.gz,1259083,23196
nhnw_bin.292.fa.gz,90.43,0.026000000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.292.fa.gz,1263954,29510
nhnw_bin.98.fa.gz,90.39,1.2690000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.98.fa.gz,1597882,60519
nhnw_bin.241.fa.gz,90.27,1.551,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.241.fa.gz,1330157,7435
nhnw_bin.83.fa.gz,90.26,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.83.fa.gz,1768854,15714
nhnw_bin.112.fa.gz,90.26,0.894,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.112.fa.gz,1926870,15228
nhnw_bin.92.fa.gz,90.2,2.331,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.92.fa.gz,2491635,15621
nhnw_bin.385.fa.gz,90.18,0.349,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.385.fa.gz,1965328,69300
nhnw_bin.462.fa.gz,90.15,2.407,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.462.fa.gz,1410848,24748
nhnw_bin.313.fa.gz,90.15,9.487,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.313.fa.gz,1832242,21883
nhnw_bin.415.fa.gz,90.14,1.4780000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.415.fa.gz,2423124,31910
nhnw_bin.24.fa.gz,90.11,1.6119999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.24.fa.gz,1550231,22307
nhnw_bin.370.fa.gz,90.04,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.370.fa.gz,1571287,92937
nhnw_bin.591.fa.gz,90.03,7.403,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.591.fa.gz,1482635,7343
nhnw_bin.209.fa.gz,90.0,1.6119999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.209.fa.gz,1507797,31478
nhnw_bin.70.fa.gz,89.93,0.743,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.70.fa.gz,2426913,27105
nhnw_bin.293.fa.gz,89.93,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.293.fa.gz,1757575,25116
nhnw_bin.86.fa.gz,89.92,3.6910000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.86.fa.gz,2419575,6807
nhnw_bin.347.fa.gz,89.91,2.146,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.347.fa.gz,1943765,6634
nhnw_bin.327.fa.gz,89.91,2.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.327.fa.gz,2907490,46001
nhnw_bin.132.fa.gz,89.81,1.4809999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.132.fa.gz,2446881,8999
nhnw_bin.127.fa.gz,89.8,5.012,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.127.fa.gz,1987886,11363
nhnw_bin.529.fa.gz,89.77,0.35600000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.529.fa.gz,1194814,49321
