genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
nhnw_bin.13.fa.gz,91.53330385154194,NA,NA,NA,NA,NA,590_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.189.fa.gz,56.17611491788638,NA,NA,NA,NA,NA,591_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.308.fa.gz,68.11545641009539,NA,NA,NA,NA,NA,591_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.287.fa.gz,94.08616066584446,NA,NA,NA,NA,NA,592_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.258.fa.gz,85.82091245366443,NA,NA,NA,NA,NA,593_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.113.fa.gz,76.57385662952613,NA,NA,NA,NA,NA,594_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.353.fa.gz,69.77329949338157,NA,NA,NA,NA,NA,595_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.285.fa.gz,94.74175362369816,NA,NA,NA,NA,NA,596_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.385.fa.gz,91.96670957067505,NA,NA,NA,NA,NA,597_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.352.fa.gz,65.39434204007598,NA,NA,NA,NA,NA,597_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.477.fa.gz,91.94717855635919,NA,NA,NA,NA,NA,598_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.477.fa.gz,64.62422593127519,NA,NA,NA,NA,NA,598_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.112.fa.gz,96.50885130836714,NA,NA,NA,NA,NA,599_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.106.fa.gz,64.10272875072592,NA,NA,NA,NA,NA,600_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.168.fa.gz,41.78911023655434,NA,NA,NA,NA,NA,601_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.321.fa.gz,45.290547578280666,NA,NA,NA,NA,NA,602_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.123.fa.gz,58.07493727919549,NA,NA,NA,NA,NA,603_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.30.fa.gz,82.81468515908955,NA,NA,NA,NA,NA,604_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.48.fa.gz,76.189156908612,NA,NA,NA,NA,NA,605_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.379.fa.gz,66.8257901724517,NA,NA,NA,NA,NA,606_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.485.fa.gz,69.43220126053441,NA,NA,NA,NA,NA,607_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.583.fa.gz,80.00635185280893,NA,NA,NA,NA,NA,608_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.280.fa.gz,74.47447286351188,NA,NA,NA,NA,NA,609_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.305.fa.gz,75.16330501194963,NA,NA,NA,NA,NA,610_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.109.fa.gz,82.25082780198812,NA,NA,NA,NA,NA,611_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.215.fa.gz,43.33608789191522,NA,NA,NA,NA,NA,612_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.365.fa.gz,93.75739651409648,NA,NA,NA,NA,NA,613_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.119.fa.gz,68.20501734817002,NA,NA,NA,NA,NA,614_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.325.fa.gz,99.07806318537969,NA,NA,NA,NA,NA,615_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.115.fa.gz,95.00685511573751,NA,NA,NA,NA,NA,616_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.104.fa.gz,94.38132483610596,NA,NA,NA,NA,NA,617_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.224.fa.gz,73.19040789118284,NA,NA,NA,NA,NA,618_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.66.fa.gz,81.46987930792132,NA,NA,NA,NA,NA,619_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.57.fa.gz,96.1691455932428,NA,NA,NA,NA,NA,620_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.508.fa.gz,99.29284365672127,NA,NA,NA,NA,NA,620_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.403.fa.gz,83.81232866661745,NA,NA,NA,NA,NA,621_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.209.fa.gz,83.20900356551954,NA,NA,NA,NA,NA,622_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.594.fa.gz,62.2062319483035,NA,NA,NA,NA,NA,623_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.454.fa.gz,100.22878478173193,NA,NA,NA,NA,NA,624_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.98.fa.gz,84.810540863892,NA,NA,NA,NA,NA,625_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.47.fa.gz,60.388994488125455,NA,NA,NA,NA,NA,626_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.28.fa.gz,61.08779752819338,NA,NA,NA,NA,NA,627_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.45.fa.gz,93.02004254252294,NA,NA,NA,NA,NA,627_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.312.fa.gz,85.53196710308686,NA,NA,NA,NA,NA,628_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.26.fa.gz,94.49997972440448,NA,NA,NA,NA,NA,629_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.22.fa.gz,99.92379009768965,NA,NA,NA,NA,NA,630_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.24.fa.gz,83.24422058363918,NA,NA,NA,NA,NA,631_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.377.fa.gz,72.37076176108405,NA,NA,NA,NA,NA,632_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.27.fa.gz,60.92479035608222,NA,NA,NA,NA,NA,633_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.536.fa.gz,88.0508633322069,NA,NA,NA,NA,NA,634_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.565.fa.gz,97.46468519534113,NA,NA,NA,NA,NA,635_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.405.fa.gz,73.29893467944632,NA,NA,NA,NA,NA,635_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.486.fa.gz,76.27145409748564,NA,NA,NA,NA,NA,636_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.95.fa.gz,80.4403178373976,NA,NA,NA,NA,NA,637_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.214.fa.gz,92.84971333456664,NA,NA,NA,NA,NA,638_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.111.fa.gz,98.73350754630805,NA,NA,NA,NA,NA,639_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.385.fa.gz,89.87536661730591,NA,NA,NA,NA,NA,639_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.27.fa.gz,86.57136947445116,NA,NA,NA,NA,NA,639_3,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.141.fa.gz,60.4275575385834,NA,NA,NA,NA,NA,640_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.188.fa.gz,97.41788896112374,NA,NA,NA,NA,NA,641_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.297.fa.gz,96.21122211675316,NA,NA,NA,NA,NA,642_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.108.fa.gz,71.6163219426038,NA,NA,NA,NA,NA,643_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.302.fa.gz,98.31562449489807,NA,NA,NA,NA,NA,644_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.291.fa.gz,81.93613861656317,NA,NA,NA,NA,NA,644_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.99.fa.gz,58.52006988887288,NA,NA,NA,NA,NA,645_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.393.fa.gz,95.97794553875137,NA,NA,NA,NA,NA,646_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.100.fa.gz,81.22008760316768,NA,NA,NA,NA,NA,647_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.173.fa.gz,100.48259745461641,NA,NA,NA,NA,NA,647_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.131.fa.gz,72.95621668567513,NA,NA,NA,NA,NA,648_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.130.fa.gz,78.26504644272904,NA,NA,NA,NA,NA,649_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.55.fa.gz,54.41644786943003,NA,NA,NA,NA,NA,650_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.571.fa.gz,96.53567486820258,NA,NA,NA,NA,NA,651_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.149.fa.gz,81.71243345716425,NA,NA,NA,NA,NA,652_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.217.fa.gz,61.90138830744173,NA,NA,NA,NA,NA,652_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.134.fa.gz,79.18488788599731,NA,NA,NA,NA,NA,653_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.540.fa.gz,93.78350761928895,NA,NA,NA,NA,NA,654_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.433.fa.gz,90.5894313524077,NA,NA,NA,NA,NA,655_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.487.fa.gz,89.59266158264035,NA,NA,NA,NA,NA,656_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.10.fa.gz,82.63586335250487,NA,NA,NA,NA,NA,657_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.392.fa.gz,51.539341187477866,NA,NA,NA,NA,NA,658_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.331.fa.gz,98.13577075092442,NA,NA,NA,NA,NA,659_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.82.fa.gz,92.3282026597952,NA,NA,NA,NA,NA,660_1,NA,NA,2,98.95,98.95,NA,NA
EHA05391_bin.475.fa.gz,82.50638651172375,NA,NA,NA,NA,NA,661_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.56.fa.gz,95.17908098087915,NA,NA,NA,NA,NA,661_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.197.fa.gz,94.70361282589228,NA,NA,NA,NA,NA,662_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.175.fa.gz,65.58666792003304,NA,NA,NA,NA,NA,663_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.286.fa.gz,80.22459377996788,NA,NA,NA,NA,NA,663_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.207.fa.gz,89.90061124212828,NA,NA,NA,NA,NA,664_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.215.fa.gz,91.07114848291346,NA,NA,NA,NA,NA,664_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.462.fa.gz,74.98222764999917,NA,NA,NA,NA,NA,665_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.509.fa.gz,84.9274004496473,NA,NA,NA,NA,NA,666_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.459.fa.gz,89.54527082894177,NA,NA,NA,NA,NA,667_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.165.fa.gz,68.7709811320374,NA,NA,NA,NA,NA,668_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.389.fa.gz,66.05765760817636,NA,NA,NA,NA,NA,669_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.343.fa.gz,73.98857436150116,NA,NA,NA,NA,NA,670_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.42.fa.gz,75.75982421478173,NA,NA,NA,NA,NA,671_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.59.fa.gz,90.87342670733335,NA,NA,NA,NA,NA,671_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.510.fa.gz,79.95116280933391,NA,NA,NA,NA,NA,672_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.191.fa.gz,95.25562226702957,NA,NA,NA,NA,NA,672_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.84.fa.gz,95.46616085336146,NA,NA,NA,NA,NA,672_3,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.267.fa.gz,95.43463049314235,NA,NA,NA,NA,NA,673_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.14.fa.gz,97.32740301068435,NA,NA,NA,NA,NA,674_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.324.fa.gz,94.18876222284081,NA,NA,NA,NA,NA,675_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.68.fa.gz,85.13136700947412,NA,NA,NA,NA,NA,676_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.463.fa.gz,98.68685777930072,NA,NA,NA,NA,NA,677_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.465.fa.gz,48.35159362194853,NA,NA,NA,NA,NA,678_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.116.fa.gz,92.73657509984163,NA,NA,NA,NA,NA,679_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.577.fa.gz,92.79760855822872,NA,NA,NA,NA,NA,680_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.73.fa.gz,75.01713211062005,NA,NA,NA,NA,NA,681_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.134.fa.gz,95.36736029284201,NA,NA,NA,NA,NA,682_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.462.fa.gz,95.65297204580949,NA,NA,NA,NA,NA,683_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.268.fa.gz,85.32605786453942,NA,NA,NA,NA,NA,684_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.174.fa.gz,69.49558642135753,NA,NA,NA,NA,NA,685_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.79.fa.gz,88.55147330716629,NA,NA,NA,NA,NA,686_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.288.fa.gz,73.92043446184357,NA,NA,NA,NA,NA,687_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.249.fa.gz,94.83479313666096,NA,NA,NA,NA,NA,688_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.40.fa.gz,94.70503758321486,NA,NA,NA,NA,NA,689_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.5.fa.gz,93.01619856570335,NA,NA,NA,NA,NA,690_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.571.fa.gz,82.01018527255877,NA,NA,NA,NA,NA,691_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.206.fa.gz,74.3455068453019,NA,NA,NA,NA,NA,692_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.289.fa.gz,81.84404040523411,NA,NA,NA,NA,NA,693_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.148.fa.gz,64.54384434416039,NA,NA,NA,NA,NA,693_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.83.fa.gz,66.6120061831247,NA,NA,NA,NA,NA,694_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.154.fa.gz,97.02443456322143,NA,NA,NA,NA,NA,695_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.143.fa.gz,89.37400480970925,NA,NA,NA,NA,NA,696_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.652.fa.gz,71.17436995953439,NA,NA,NA,NA,NA,697_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.163.fa.gz,80.909794852424,NA,NA,NA,NA,NA,698_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.541.fa.gz,68.04552668771542,NA,NA,NA,NA,NA,699_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.7.fa.gz,60.400493364952574,NA,NA,NA,NA,NA,700_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.159.fa.gz,86.97672078704241,NA,NA,NA,NA,NA,700_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.543.fa.gz,80.10432366912626,NA,NA,NA,NA,NA,701_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.603.fa.gz,62.711951789636366,NA,NA,NA,NA,NA,702_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.592.fa.gz,89.40508644819657,NA,NA,NA,NA,NA,702_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.595.fa.gz,74.32212722955562,NA,NA,NA,NA,NA,702_3,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.17.fa.gz,76.43322630654498,NA,NA,NA,NA,NA,703_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.266.fa.gz,82.02263467040258,NA,NA,NA,NA,NA,704_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.119.fa.gz,96.45770671220362,NA,NA,NA,NA,NA,705_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.573.fa.gz,89.81679131391853,NA,NA,NA,NA,NA,706_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.278.fa.gz,68.84502077715982,NA,NA,NA,NA,NA,707_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.48.fa.gz,96.79342940551071,NA,NA,NA,NA,NA,708_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.339.fa.gz,90.6088471657374,NA,NA,NA,NA,NA,708_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.545.fa.gz,82.75023529640187,NA,NA,NA,NA,NA,709_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.171.fa.gz,66.88290398950188,NA,NA,NA,NA,NA,709_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.250.fa.gz,85.79098883738206,NA,NA,NA,NA,NA,710_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.546.fa.gz,69.13251509886153,NA,NA,NA,NA,NA,711_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.166.fa.gz,83.96475522613467,NA,NA,NA,NA,NA,712_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.505.fa.gz,82.48342470677161,NA,NA,NA,NA,NA,713_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.54.fa.gz,61.73943491075649,NA,NA,NA,NA,NA,714_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.19.fa.gz,92.85896559102764,NA,NA,NA,NA,NA,714_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.13.fa.gz,72.37661276813084,NA,NA,NA,NA,NA,715_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.160.fa.gz,97.0065490562297,NA,NA,NA,NA,NA,716_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.531.fa.gz,82.58560259615956,NA,NA,NA,NA,NA,717_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.360.fa.gz,84.02766870223478,NA,NA,NA,NA,NA,718_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.87.fa.gz,92.84795506821527,NA,NA,NA,NA,NA,718_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.522.fa.gz,43.735654021927964,NA,NA,NA,NA,NA,719_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.441.fa.gz,60.46062039011776,NA,NA,NA,NA,NA,720_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.558.fa.gz,83.26033791490927,NA,NA,NA,NA,NA,721_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.134.fa.gz,74.55937576008651,NA,NA,NA,NA,NA,722_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.41.fa.gz,72.44914507738545,NA,NA,NA,NA,NA,722_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.312.fa.gz,62.2540794756282,NA,NA,NA,NA,NA,723_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.499.fa.gz,60.197805255837146,NA,NA,NA,NA,NA,723_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.153.fa.gz,58.50645409748563,NA,NA,NA,NA,NA,724_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.243.fa.gz,96.01128823813026,NA,NA,NA,NA,NA,725_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.294.fa.gz,97.08797150898592,NA,NA,NA,NA,NA,726_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.103.fa.gz,94.19876889380184,NA,NA,NA,NA,NA,727_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.498.fa.gz,88.16985577458719,NA,NA,NA,NA,NA,728_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.234.fa.gz,72.27963977593086,NA,NA,NA,NA,NA,729_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.288.fa.gz,76.61190113752389,NA,NA,NA,NA,NA,730_1,NA,NA,2,98.28,98.28,NA,NA
nhnw_bin.174.fa.gz,92.95266396708162,NA,NA,NA,NA,NA,731_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.300.fa.gz,57.67544503892815,NA,NA,NA,NA,NA,732_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.341.fa.gz,69.16630752492459,NA,NA,NA,NA,NA,733_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.561.fa.gz,56.18,NA,NA,NA,NA,NA,734_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.546.fa.gz,82.96034931143556,NA,NA,NA,NA,NA,735_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.20.fa.gz,67.48203233970429,NA,NA,NA,NA,NA,736_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.205.fa.gz,79.79736814436436,NA,NA,NA,NA,NA,737_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.22.fa.gz,94.11985817458608,NA,NA,NA,NA,NA,738_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.335.fa.gz,90.37594037625055,NA,NA,NA,NA,NA,739_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.574.fa.gz,89.37696824295865,NA,NA,NA,NA,NA,740_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.302.fa.gz,79.37067031915022,NA,NA,NA,NA,NA,741_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.426.fa.gz,51.96929699048832,NA,NA,NA,NA,NA,742_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.541.fa.gz,72.69627514694909,NA,NA,NA,NA,NA,743_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.127.fa.gz,65.78774650333891,NA,NA,NA,NA,NA,744_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.103.fa.gz,60.972630254759714,NA,NA,NA,NA,NA,745_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.640.fa.gz,68.40556962512841,NA,NA,NA,NA,NA,746_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.150.fa.gz,61.64070871579258,NA,NA,NA,NA,NA,747_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.501.fa.gz,92.82245493878264,NA,NA,NA,NA,NA,748_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.475.fa.gz,75.87345191968781,NA,NA,NA,NA,NA,749_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.222.fa.gz,99.41329987586019,NA,NA,NA,NA,NA,750_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.335.fa.gz,71.61559053122234,NA,NA,NA,NA,NA,751_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.513.fa.gz,77.35377461110619,NA,NA,NA,NA,NA,752_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.87.fa.gz,92.6831959338053,NA,NA,NA,NA,NA,752_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.246.fa.gz,94.06623397879092,NA,NA,NA,NA,NA,753_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.2.fa.gz,66.20848785073501,NA,NA,NA,NA,NA,754_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.353.fa.gz,92.21077459826677,NA,NA,NA,NA,NA,755_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.554.fa.gz,80.55792978677184,NA,NA,NA,NA,NA,756_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.152.fa.gz,77.54007210266562,NA,NA,NA,NA,NA,757_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.127.fa.gz,95.5430573308378,NA,NA,NA,NA,NA,758_1,NA,NA,2,99.64,99.64,NA,NA
EHA05391_bin.514.fa.gz,76.17022082247487,NA,NA,NA,NA,NA,759_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.152.fa.gz,94.73371856547553,NA,NA,NA,NA,NA,759_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.126.fa.gz,73.36857044489241,NA,NA,NA,NA,NA,760_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.167.fa.gz,71.41395984265868,NA,NA,NA,NA,NA,761_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.301.fa.gz,89.3005907146472,NA,NA,NA,NA,NA,762_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.226.fa.gz,93.16687014974848,NA,NA,NA,NA,NA,763_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.325.fa.gz,90.87928621511035,NA,NA,NA,NA,NA,763_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.299.fa.gz,92.76011051309594,NA,NA,NA,NA,NA,764_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.324.fa.gz,56.83850004366066,NA,NA,NA,NA,NA,764_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.474.fa.gz,89.51039511068718,NA,NA,NA,NA,NA,765_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.535.fa.gz,78.82801705112752,NA,NA,NA,NA,NA,765_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.36.fa.gz,80.60999212402079,NA,NA,NA,NA,NA,766_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.18.fa.gz,90.70574085191977,NA,NA,NA,NA,NA,767_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.323.fa.gz,86.61470970689847,NA,NA,NA,NA,NA,767_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.205.fa.gz,95.71755178997805,NA,NA,NA,NA,NA,768_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.319.fa.gz,99.3414784631506,NA,NA,NA,NA,NA,769_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.372.fa.gz,98.01603109513712,NA,NA,NA,NA,NA,770_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.9.fa.gz,67.95422445624038,NA,NA,NA,NA,NA,771_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.418.fa.gz,96.74214133627501,NA,NA,NA,NA,NA,772_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.293.fa.gz,95.52206906883181,NA,NA,NA,NA,NA,773_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.342.fa.gz,89.5005878016383,NA,NA,NA,NA,NA,774_0,NA,NA,1,NA,NA,NA,NA
