Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length
nhnw_bin.10	8331	0.29839724	1679543	16246	0.43677416	1679543	97051	0.871708	1679543	176030	0.9942752	1679543	33719	0.7695409	1679543	134275	0.9913667	1679543	58050	0.93522644	1679543	60060	0.9552938	1679543	1045098	0.99719507	1679543	39911	0.71188414	1679543	60268	0.9164356	1679543	351976	0.9956673	1679543	181987	0.9951189	1679543	101011	0.9816623	1679543	88800	0.9664873	1679543	149514	0.9968491	1679543	58140	0.87525415	1679543	148286	0.99113274	1679543	84115	0.9169125	1679543	33995	0.8238443	1679543	20465	0.58756936	1679543	14361	0.4537788	1679543	126641	0.98630637	1679543	225136	0.9879783	1679543	72612	0.9247992	1679543	10444	0.33009812	1679543	63058	0.83656746	1679543	44849	0.87348104	1679543	137041	0.9659616	1679543	81608	0.954022	1679543	98509	0.99063855	1679543	3200	0.104043186	1679543	468499	0.9953243	1679543	100362	0.91837066	1679543	905339	0.97221625	1679543	120950	0.98283046	1679543	93987	0.94316965	1679543	24801	0.60127306	1679543	50418	0.90330523	1679543	47441	0.20590304	1679543	84022	0.9649446	1679543
nhnw_bin.110	1850	0.05093467	3690080	174	0.004616431	3690080	20445	0.36357045	3690080	6185	0.13254157	3690080	29	0.0008138035	3690080	8339	0.19383428	3690080	566	0.012946061	3690080	271	0.0073231473	3690080	2955	0.024667216	3690080	202	0.0027216212	3690080	2393	0.056316394	3690080	2627	0.05588497	3690080	5917	0.1268127	3690080	2909	0.067946225	3690080	8143	0.20540856	3690080	29324	0.53035814	3690080	32489	0.5092147	3690080	5916	0.12179167	3690080	6126	0.11498152	3690080	18	0.00044253783	3690080	71	0.0015295062	3690080	491	0.012291875	3690080	76	0.0013449573	3690080	23404	0.4437267	3690080	1020	0.02095781	3690080	18	0.00039782334	3690080	19495	0.36230868	3690080	4553	0.11031712	3690080	1053	0.021686522	3690080	19197	0.33130094	3690080	147	0.00404788	3690080	7	0.00020595759	3690080	4017	0.06928576	3690080	123237	0.9258569	3690080	163933	0.94823176	3690080	396	0.008216895	3690080	30825	0.43521333	3690080	77	0.0013967177	3690080	5061	0.13057116	3690080	21662	0.43886718	3690080	290	0.0073169144	3690080
nhnw_bin.111	9529	0.32400212	2473132	6095	0.21356806	2473132	20630	0.50870234	2473132	1261	0.040339537	2473132	120	0.0038121701	2473132	2417	0.08837499	2473132	25622	0.6332476	2473132	4053	0.15354094	2473132	17239	0.40328982	2473132	72	0.0017350469	2473132	2047	0.07144868	2473132	9594	0.27868912	2473132	3253	0.109535195	2473132	382	0.006555655	2473132	1939	0.07645973	2473132	15679	0.46092606	2473132	138	0.0025570814	2473132	13278	0.414637	2473132	288	0.007107991	2473132	26	0.000857617	2473132	151	0.0037652662	2473132	34218	0.7388142	2473132	3237	0.108058125	2473132	2889	0.103640646	2473132	1522	0.041469682	2473132	170	0.005308249	2473132	314	0.011798804	2473132	41667	0.78592247	2473132	258	0.0065362463	2473132	13420	0.36079675	2473132	1378	0.050376203	2473132	142	0.0040054475	2473132	776	0.015539001	2473132	587	0.011472901	2473132	29140	0.60132456	2473132	220	0.0044207103	2473132	977	0.03006188	2473132	418	0.012292106	2473132	3963	0.15051724	2473132	667	0.027594969	2473132	563	0.019600248	2473132
nhnw_bin.112	400	0.018573126	1926870	1429	0.06824228	1926870	4508	0.16747731	1926870	4902	0.1963817	1926870	119	0.0040589143	1926870	5991	0.25193864	1926870	1063	0.044558793	1926870	273	0.013763772	1926870	18514	0.51219594	1926870	424	0.010845049	1926870	715	0.031111596	1926870	3929	0.13852154	1926870	1935	0.07216314	1926870	4040	0.17515711	1926870	260	0.009160971	1926870	9033	0.36015508	1926870	14968	0.486257	1926870	384	0.016344123	1926870	2562	0.084380366	1926870	555	0.026518654	1926870	519	0.01824098	1926870	24917	0.72823286	1926870	679	0.024699643	1926870	952	0.036930878	1926870	4902	0.17737575	1926870	192	0.006830767	1926870	11564	0.3890252	1926870	673	0.02440123	1926870	17494	0.49109074	1926870	892	0.032276697	1926870	2208	0.09977009	1926870	1161	0.037834935	1926870	13859	0.3776835	1926870	160	0.002564781	1926870	18932	0.5300835	1926870	3457	0.13325393	1926870	23609	0.6285011	1926870	1744	0.06270844	1926870	170	0.0041030273	1926870	2597	0.11244817	1926870	2288	0.10007473	1926870
nhnw_bin.113	22734	0.46935415	3411865	1877987	0.9825843	3411865	378614	0.9816136	3411865	169279	0.9348532	3411865	317485	0.97874767	3411865	51666	0.5880546	3411865	93691	0.8280544	3411865	176094	0.94291186	3411865	481482	0.9899621	3411865	28320	0.28752163	3411865	51061	0.63276505	3411865	1087034	0.9863095	3411865	71404	0.7893246	3411865	784916	0.98857456	3411865	71153	0.7048175	3411865	167348	0.93940234	3411865	176147	0.964753	3411865	219527	0.97436243	3411865	32206	0.46527338	3411865	9309	0.20772539	3411865	57414	0.6737878	3411865	196261	0.9570897	3411865	399392	0.98347646	3411865	168436	0.9573881	3411865	1197901	0.98552465	3411865	12518	0.23706566	3411865	1951	0.025416598	3411865	526150	0.98380536	3411865	80739	0.7542983	3411865	92884	0.86460954	3411865	379793	0.98200136	3411865	4470	0.075077705	3411865	366166	0.980392	3411865	206566	0.97791094	3411865	664568	0.9907678	3411865	240421	0.9754914	3411865	41155	0.5526063	3411865	141357	0.874068	3411865	327854	0.98175603	3411865	37133	0.56872267	3411865	185370	0.9430218	3411865
nhnw_bin.114	3636	0.18520953	1731034	2461	0.12564051	1731034	6393	0.2708647	1731034	18450	0.599518	1731034	598	0.03283009	1731034	238	0.012531239	1731034	3719	0.1844672	1731034	395	0.021724587	1731034	1504	0.049477942	1731034	1765	0.05110414	1731034	892	0.048605632	1731034	3137	0.1277277	1731034	135	0.0031622718	1731034	7039	0.31558537	1731034	214	0.011876139	1731034	15739	0.56500626	1731034	7150	0.3028733	1731034	655	0.034988914	1731034	6637	0.2413286	1731034	741	0.04139318	1731034	445	0.018631062	1731034	715	0.036613956	1731034	40919	0.8727887	1731034	6624	0.30123326	1731034	8712	0.32178974	1731034	437	0.017354945	1731034	4001	0.18429331	1731034	2398	0.11341025	1731034	1493	0.06264695	1731034	164	0.0034505387	1731034	1720	0.085162394	1731034	130	0.0044846027	1731034	14495	0.43020818	1731034	9471	0.35025078	1731034	15874	0.5109553	1731034	7440	0.31239536	1731034	3524	0.13214068	1731034	704	0.027424071	1731034	1586	0.08646219	1731034	5111	0.2604114	1731034	909	0.045809038	1731034
nhnw_bin.115	1263	0.03563359	3419414	2108	0.059835985	3419414	83513	0.8576554	3419414	3142	0.069626845	3419414	104	0.0027390658	3419414	2749	0.06749256	3419414	3744	0.105454326	3419414	960	0.028031996	3419414	55514	0.69466406	3419414	202	0.0031987936	3419414	2071	0.052726872	3419414	1446	0.032495335	3419414	6342	0.13549954	3419414	6916	0.15850757	3419414	1302	0.035790928	3419414	15809	0.34460467	3419414	4785	0.08791477	3419414	37941	0.65551144	3419414	810	0.01717692	3419414	48	0.0013347316	3419414	59	0.0011993283	3419414	1065	0.0281519	3419414	108	0.0014581446	3419414	82131	0.8760589	3419414	919	0.021787358	3419414	133	0.0029546	3419414	87560	0.88514054	3419414	2474	0.0657405	3419414	2785	0.06253381	3419414	28071	0.45475072	3419414	90	0.0013189395	3419414	18	0.00023308088	3419414	960	0.01629051	3419414	357723	0.98963714	3419414	89267	0.5841387	3419414	1595	0.037741262	3419414	37015	0.41002378	3419414	60	0.001528332	3419414	1008	0.028570978	3419414	48706	0.7504932	3419414	334	0.008700614	3419414
nhnw_bin.116	3886	0.2064242	1640452	1860	0.10974963	1640452	4286	0.1992841	1640452	43894	0.90110224	1640452	254	0.012734295	1640452	854	0.027609464	1640452	13272	0.5511999	1640452	90	0.004205548	1640452	1975	0.08356295	1640452	4109	0.14042349	1640452	2387	0.1290181	1640452	14989	0.51985735	1640452	8261	0.34718663	1640452	30870	0.8221551	1640452	5998	0.31473947	1640452	108547	0.9946783	1640452	19273	0.6380876	1640452	325	0.018711306	1640452	6831	0.2544634	1640452	2832	0.1579333	1640452	1500	0.069788694	1640452	6482	0.33552277	1640452	5257	0.2520775	1640452	282	0.0111006	1640452	12044	0.43993974	1640452	553	0.02409458	1640452	2460	0.11745543	1640452	1379	0.077597514	1640452	9427	0.35495034	1640452	1749	0.07999624	1640452	209	0.012374639	1640452	4	0.000092047805	1640452	55527	0.8781421	1640452	22842	0.6977687	1640452	16202	0.5479368	1640452	9345	0.40008485	1640452	19724	0.6301574	1640452	67	0.0015495729	1640452	2308	0.122959405	1640452	653	0.037846275	1640452	3682	0.18751417	1640452
nhnw_bin.117	3047	0.14476562	1741477	2424	0.10824949	1741477	14007	0.43899632	1741477	11624	0.37582582	1741477	2812	0.120491974	1741477	3428	0.11924533	1741477	7403	0.26399717	1741477	2928	0.13056388	1741477	24872	0.5513963	1741477	11869	0.30393165	1741477	10304	0.40587386	1741477	26313	0.6545696	1741477	16607	0.5168417	1741477	8653	0.34138894	1741477	8750	0.36191347	1741477	21709	0.6509325	1741477	8896	0.3312912	1741477	2794	0.11577758	1741477	10838	0.34631234	1741477	2215	0.09793411	1741477	1861	0.073948145	1741477	22491	0.70632803	1741477	3369	0.11728148	1741477	6269	0.23392385	1741477	8949	0.32897648	1741477	642	0.027710386	1741477	22481	0.62090975	1741477	10855	0.4121622	1741477	7263	0.21319547	1741477	5567	0.19973736	1741477	8316	0.3436956	1741477	468	0.015349614	1741477	38712	0.73697674	1741477	6420	0.23710218	1741477	75390	0.94956064	1741477	6943	0.22637795	1741477	16201	0.44761717	1741477	2540	0.08924493	1741477	7518	0.3037255	1741477	7398	0.30489865	1741477	6463	0.2527343	1741477
nhnw_bin.118	22827	0.6045838	2287501	58248	0.8840521	2287501	30339	0.6274699	2287501	360510	0.98158646	2287501	32148	0.7016181	2287501	6964	0.21734285	2287501	171102	0.96661294	2287501	50387	0.85211504	2287501	287124	0.97265446	2287501	27882	0.46891215	2287501	10040	0.32073954	2287501	326225	0.9879777	2287501	16315	0.42101097	2287501	138659	0.96335214	2287501	5795	0.196994	2287501	158789	0.9807843	2287501	142632	0.96401924	2287501	40595	0.77739465	2287501	69220	0.8431603	2287501	20526	0.57810295	2287501	12332	0.33236226	2287501	26530	0.6585029	2287501	311122	0.98383826	2287501	21369	0.545428	2287501	236138	0.9767261	2287501	6273	0.18314002	2287501	8899	0.23532055	2287501	139780	0.9623161	2287501	21789	0.4879823	2287501	19935	0.49010122	2287501	109867	0.96959436	2287501	1734	0.04398206	2287501	151507	0.9565788	2287501	98066	0.9297106	2287501	157618	0.9731161	2287501	55392	0.83197737	2287501	18403	0.42793074	2287501	29332	0.5853287	2287501	52573	0.86706674	2287501	6758	0.2282399	2287501	19223	0.51474863	2287501
nhnw_bin.119	2875	0.10815308	2408660	9470	0.30815184	2408660	5879	0.11567012	2408660	4252	0.1288318	2408660	2678	0.08952488	2408660	285	0.006949507	2408660	10372	0.32115367	2408660	1686	0.0664631	2408660	3833	0.08757317	2408660	3882	0.06488379	2408660	1591	0.060150042	2408660	5539	0.13753746	2408660	1782	0.050106283	2408660	18234	0.5058157	2408660	2318	0.08007855	2408660	12142	0.35876754	2408660	21033	0.5167168	2408660	4813	0.17514925	2408660	9163	0.21676409	2408660	595	0.019836755	2408660	834	0.021227155	2408660	1747	0.071905956	2408660	18679	0.48098114	2408660	2150	0.069487184	2408660	17192	0.4127901	2408660	1369	0.028324462	2408660	1654	0.04403735	2408660	1450	0.03851851	2408660	3769	0.08996205	2408660	406	0.00661156	2408660	2491	0.080937535	2408660	178	0.0061357766	2408660	24225	0.4793935	2408660	61648	0.8513377	2408660	90829	0.9389673	2408660	8954	0.25210738	2408660	1667	0.05171257	2408660	753	0.01646019	2408660	4697	0.16520846	2408660	5584	0.19567311	2408660	6713	0.217621	2408660
nhnw_bin.11	1602	0.047352795	2113265	13597	0.37214547	2113265	6071	0.19384365	2113265	3111	0.08634601	2113265	2828	0.11475986	2113265	714	0.02210655	2113265	6242	0.17389964	2113265	4400	0.17807895	2113265	27560	0.49040985	2113265	4502	0.074205555	2113265	14410	0.47697237	2113265	63863	0.8889832	2113265	4044	0.12854895	2113265	2690	0.09196764	2113265	288	0.007734477	2113265	3336	0.08774432	2113265	12858	0.3252763	2113265	72655	0.8807234	2113265	3870	0.08087107	2113265	283	0.010372575	2113265	392	0.013459268	2113265	4936	0.06885791	2113265	18498	0.32038385	2113265	3030	0.10529536	2113265	5866	0.09934249	2113265	339	0.010762493	2113265	5565	0.19427711	2113265	1851	0.039831255	2113265	371	0.0072967657	2113265	2010	0.057765592	2113265	4539	0.082894005	2113265	906	0.02563332	2113265	31710	0.6210669	2113265	8839	0.182978	2113265	23031	0.5237824	2113265	2568	0.07852352	2113265	26800	0.6213622	2113265	4697	0.13295114	2113265	15453	0.49799246	2113265	939	0.03979056	2113265	3956	0.13307607	2113265
nhnw_bin.120	70	0.004852698	1252293	22	0.002053034	1252293	134	0.0060425154	1252293	345	0.010269162	1252293	191	0.0089116525	1252293	71304	0.9912712	1252293	371	0.013056848	1252293	97	0.006084838	1252293	356	0.007744194	1252293	837	0.015454051	1252293	356	0.008607411	1252293	760	0.014788073	1252293	301	0.009609573	1252293	434	0.01678521	1252293	232	0.011484533	1252293	1228	0.018026132	1252293	383	0.012636021	1252293	51	0.0033953716	1252293	313	0.008382224	1252293	100	0.0055546104	1252293	66	0.0034129394	1252293	32	0.0018430192	1252293	419	0.0129195005	1252293	308	0.012137734	1252293	231	0.007371278	1252293	74	0.003579833	1252293	26627	0.86064285	1252293	190	0.008835792	1252293	721	0.01551474	1252293	111	0.004552449	1252293	784	0.02293952	1252293	28	0.0014213925	1252293	2540	0.12411073	1252293	277	0.011018987	1252293	3248	0.029559376	1252293	518	0.015846131	1252293	183	0.008476451	1252293	115	0.0038856722	1252293	118	0.0066438126	1252293	196	0.0095041655	1252293	217	0.009170378	1252293
nhnw_bin.121	665	0.030295053	1470042	1074	0.029949484	1470042	3087	0.08952466	1470042	2792	0.07783247	1470042	522	0.024474131	1470042	861	0.035141174	1470042	4708	0.23220561	1470042	997	0.048065975	1470042	15455	0.53079027	1470042	3143	0.09955906	1470042	1588	0.08170175	1470042	7078	0.21802643	1470042	2588	0.09469457	1470042	5139	0.21548772	1470042	1810	0.09993728	1470042	4272	0.15928389	1470042	13489	0.5161887	1470042	1375	0.06517637	1470042	2614	0.089402884	1470042	1091	0.06119757	1470042	656	0.02754547	1470042	33084	0.88989705	1470042	4897	0.16153485	1470042	2396	0.10830439	1470042	8542	0.32696617	1470042	363	0.015920633	1470042	2284	0.09956586	1470042	3995	0.20116296	1470042	9461	0.3567211	1470042	2984	0.11250495	1470042	1357	0.04784217	1470042	119	0.004746803	1470042	10859	0.33413196	1470042	5897	0.17956698	1470042	11939	0.354145	1470042	1974	0.07217685	1470042	6354	0.23328926	1470042	1031	0.040795434	1470042	872	0.040854614	1470042	1232	0.05860445	1470042	1853	0.08806551	1470042
nhnw_bin.122	9854	0.46964613	1524599	28325	0.82687384	1524599	19494	0.66254276	1524599	34579	0.85893667	1524599	6625	0.3293758	1524599	497	0.007361936	1524599	54942	0.97036403	1524599	6238	0.3359021	1524599	29169	0.7544174	1524599	12440	0.36353296	1524599	5423	0.2811395	1524599	26746	0.74621195	1524599	20322	0.6758695	1524599	99017	0.99330974	1524599	3288	0.18764934	1524599	49863	0.946277	1524599	52886	0.94536334	1524599	26932	0.8266974	1524599	15627	0.517237	1524599	1512	0.09197435	1524599	3675	0.17291498	1524599	13407	0.58046347	1524599	61677	0.97234815	1524599	32750	0.86566633	1524599	53288	0.9325724	1524599	388	0.020406678	1524599	15661	0.61491054	1524599	17139	0.6494698	1524599	5675	0.2417534	1524599	51638	0.9321579	1524599	49441	0.95347106	1524599	562	0.02341337	1524599	48397	0.8725127	1524599	270488	0.9988613	1524599	70612	0.9647901	1524599	23850	0.7333122	1524599	4384	0.20189637	1524599	5929	0.251655	1524599	20659	0.73848075	1524599	9532	0.46850747	1524599	5024	0.26194167	1524599
nhnw_bin.123	3274	0.18651193	1524133	4472	0.243629	1524133	41403	0.8642474	1524133	46545	0.90429574	1524133	23649	0.7461494	1524133	77381	0.9719854	1524133	39681	0.89925486	1524133	63748	0.9664826	1524133	211820	0.99067926	1524133	76307	0.9143329	1524133	63822	0.9654623	1524133	4302	0.05156899	1524133	79045	0.9707086	1524133	20885	0.70553356	1524133	125106	0.9849836	1524133	22224	0.71635085	1524133	11372	0.4530464	1524133	16745	0.6464147	1524133	4069	0.15214224	1524133	29796	0.8387017	1524133	11582	0.43252197	1524133	60183	0.9604575	1524133	5871	0.2883987	1524133	49182	0.9282648	1524133	26428	0.71994305	1524133	1357	0.06356991	1524133	97951	0.9757961	1524133	750	0.014320929	1524133	52999	0.90051985	1524133	21339	0.67172223	1524133	46857	0.9358265	1524133	2158	0.08083218	1524133	27363	0.6577884	1524133	496	0.009028739	1524133	182776	0.98292536	1524133	36934	0.84461266	1524133	75062	0.9623261	1524133	25902	0.7017629	1524133	51091	0.9430752	1524133	29998	0.8459445	1524133	54656	0.9438389	1524133
nhnw_bin.124	22868	0.61283356	2322430	3490	0.108689606	2322430	28216	0.63331854	2322430	5651	0.1471097	2322430	8563	0.2804472	2322430	6227	0.20812209	2322430	20138	0.52200925	2322430	9056	0.32392192	2322430	27389	0.5352312	2322430	8847	0.16851014	2322430	3496	0.10985433	2322430	15964	0.38535628	2322430	4495	0.11351214	2322430	19655	0.5214443	2322430	5046	0.18096907	2322430	15903	0.43698412	2322430	26643	0.59760207	2322430	2696	0.09077733	2322430	8577	0.21495934	2322430	3100	0.11964624	2322430	1287	0.03893594	2322430	21632	0.5991294	2322430	14256	0.3781268	2322430	12655	0.33576384	2322430	41213	0.7274811	2322430	3446	0.109565414	2322430	34081	0.677747	2322430	29670	0.6885964	2322430	3770	0.10346792	2322430	62802	0.8783929	2322430	10105	0.33204445	2322430	586	0.016809119	2322430	170514	0.96295387	2322430	31470	0.5835672	2322430	197461	0.987526	2322430	24676	0.57615125	2322430	19438	0.4962354	2322430	9787	0.26449752	2322430	6100	0.1926254	2322430	1612	0.047106694	2322430	8353	0.26532984	2322430
nhnw_bin.125	4085	0.1516125	2021667	7418	0.1142567	2021667	36733	0.71565497	2021667	18295	0.43012327	2021667	5023	0.13642356	2021667	12053	0.36135626	2021667	15041	0.44657254	2021667	4463	0.11144516	2021667	26616	0.5135445	2021667	20845	0.39532375	2021667	19503	0.541286	2021667	21782	0.4482405	2021667	50168	0.8349699	2021667	18623	0.47134963	2021667	22314	0.65004474	2021667	34729	0.75394714	2021667	12970	0.33103573	2021667	6487	0.23283558	2021667	6317	0.15627797	2021667	14348	0.48606423	2021667	7158	0.22658628	2021667	11768	0.34896648	2021667	10385	0.23229395	2021667	24087	0.5820088	2021667	31681	0.6447377	2021667	1102	0.037414175	2021667	59257	0.890574	2021667	10237	0.2896555	2021667	20693	0.49251485	2021667	20766	0.5156047	2021667	12718	0.37358132	2021667	294	0.008481614	2021667	35362	0.63196707	2021667	19546	0.46693793	2021667	261794	0.9929286	2021667	17218	0.46111104	2021667	18642	0.40346456	2021667	3701	0.09216503	2021667	11088	0.32655478	2021667	19636	0.57813525	2021667	19462	0.5177737	2021667
nhnw_bin.126	3676	0.123342365	2256532	11395	0.3743891	2256532	43338	0.75031906	2256532	69333	0.90570533	2256532	82467	0.94588155	2256532	176779	0.9884061	2256532	43349	0.8295473	2256532	73560	0.9522276	2256532	115625	0.9549574	2256532	2285	0.009416219	2256532	223624	0.9866033	2256532	337528	0.99317	2256532	189876	0.98616993	2256532	78680	0.94481045	2256532	382737	0.99818397	2256532	47233	0.8284465	2256532	2455	0.00820108	2256532	18801	0.53756607	2256532	2109	0.009100247	2256532	39964	0.81214935	2256532	1131	0.0076848012	2256532	109801	0.981854	2256532	5928	0.19758284	2256532	42938	0.7896152	2256532	5558	0.011155614	2256532	231	0.0045317328	2256532	88127	0.94734174	2256532	1312	0.009726429	2256532	9587	0.012433238	2256532	71885	0.90530205	2256532	26639	0.6797736	2256532	1595	0.042043276	2256532	11675	0.21907157	2256532	2912	0.014498797	2256532	28216	0.021395221	2256532	146833	0.9871333	2256532	211420	0.99139696	2256532	52716	0.8062802	2256532	31186	0.7157226	2256532	100090	0.97484857	2256532	53229	0.86882347	2256532
nhnw_bin.127	2439	0.08933712	1987886	34691	0.48401165	1987886	43036	0.70136666	1987886	25011	0.5249003	1987886	7495	0.13886611	1987886	5225	0.15574233	1987886	25433	0.56257904	1987886	5687	0.17134987	1987886	23895	0.35906133	1987886	8814	0.13375013	1987886	5295	0.15163696	1987886	46360	0.6294853	1987886	17389	0.37095737	1987886	6243	0.17517504	1987886	14849	0.35294127	1987886	42086	0.73075366	1987886	41705	0.7079963	1987886	3641	0.035080984	1987886	3426	0.040555142	1987886	4019	0.10153449	1987886	780	0.019711392	1987886	12963	0.3150578	1987886	62532	0.81272817	1987886	12119	0.30387557	1987886	5115	0.080479465	1987886	204	0.0067871097	1987886	4114	0.069223285	1987886	12416	0.3086852	1987886	36133	0.61110646	1987886	8917	0.18574858	1987886	6879	0.16290723	1987886	461	0.015710156	1987886	30705	0.49506208	1987886	10078	0.20230184	1987886	88972	0.84780264	1987886	8274	0.2145943	1987886	9060	0.20889477	1987886	20397	0.37613878	1987886	7213	0.21389958	1987886	16888	0.4704998	1987886	12776	0.2784853	1987886
nhnw_bin.128	2933	0.053404506	1639356	3661	0.114274755	1639356	8559	0.2323516	1639356	7691	0.20064342	1639356	1769	0.0639922	1639356	4671	0.12339297	1639356	8303	0.25703204	1639356	2020	0.07254495	1639356	26156	0.57969713	1639356	9890	0.24341083	1639356	1809	0.01677061	1639356	13835	0.3306652	1639356	16739	0.4172901	1639356	11540	0.30658868	1639356	14095	0.5214108	1639356	12246	0.3455735	1639356	12886	0.3070425	1639356	2871	0.10173446	1639356	14479	0.3913732	1639356	3241	0.14900546	1639356	3949	0.14610554	1639356	4000	0.112904705	1639356	5054	0.1530229	1639356	7729	0.24010403	1639356	27438	0.66726875	1639356	392	0.014628915	1639356	14199	0.17096287	1639356	1465	0.011097041	1639356	13400	0.40351027	1639356	6150	0.15861717	1639356	4050	0.13842997	1639356	599	0.021021059	1639356	32660	0.57784826	1639356	11572	0.3513477	1639356	54296	0.6776002	1639356	38958	0.79576063	1639356	18388	0.46387056	1639356	4689	0.10596051	1639356	6785	0.26310027	1639356	7110	0.25618353	1639356	8112	0.29081786	1639356
nhnw_bin.129	151090	0.99955565	1219718	212724	0.9962926	1219718	409779	0.99866855	1219718	178557	0.99750924	1219718	190104	0.99757487	1219718	92898	0.99593186	1219718	401167	0.9970706	1219718	13346	0.6815567	1219718	226669	0.9986989	1219718	29470	0.7405654	1219718	313422	0.9949898	1219718	102906	0.99497753	1219718	611130	0.9977208	1219718	290754	0.9998155	1219718	438616	0.9974658	1219718	652899	0.9979635	1219718	292520	0.99963105	1219718	340102	0.9992318	1219718	82074	0.98828745	1219718	189352	0.9998008	1219718	15558	0.63647497	1219718	380483	0.9998524	1219718	60335	0.98442507	1219718	185176	0.9966492	1219718	69904	0.9859328	1219718	1776	0.10518989	1219718	217	0.009296411	1219718	5521	0.3309724	1219718	22441	0.7773256	1219718	150608	0.99733055	1219718	89493	0.9964	1219718	3638	0.18531825	1219718	517074	0.99748796	1219718	321965	0.9977749	1219718	359562	0.9948972	1219718	193424	0.99966055	1219718	679016	0.9993269	1219718	41	0.0015921713	1219718	83912	0.99702144	1219718	967334	0.9980635	1219718	116824	0.9969878	1219718
