genome,completeness,contamination,location,length,N50,centrality
nhnw_bin.116.fa.gz,94.63,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.116.fa.gz,1640452.0,76410.0,0.0
nhnw_bin.162.fa.gz,94.62,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.162.fa.gz,2394871.0,49328.0,0.0
nhnw_bin.256.fa.gz,94.57,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.256.fa.gz,3059473.0,29362.0,0.983034
nhnw_bin.559.fa.gz,94.56,2.362,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.559.fa.gz,1666037.0,37310.0,0.0
nhnw_bin.485.fa.gz,94.55,1.2819999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.485.fa.gz,2872752.0,21460.0,0.0
nhnw_bin.493.fa.gz,94.54,3.076,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.493.fa.gz,4530441.0,39165.0,0.0
nhnw_bin.113.fa.gz,94.54,2.6660000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.113.fa.gz,3411865.0,79269.0,0.0
nhnw_bin.354.fa.gz,94.53,1.301,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.354.fa.gz,2282523.0,63920.0,0.0
nhnw_bin.404.fa.gz,94.51,1.3980000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.404.fa.gz,2810148.0,33814.0,0.0
nhnw_bin.47.fa.gz,94.48,1.301,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.47.fa.gz,2182702.0,18158.0,0.0
nhnw_bin.570.fa.gz,94.45,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.570.fa.gz,1624164.0,34859.0,0.0
nhnw_bin.28.fa.gz,94.4,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.28.fa.gz,1889963.0,132057.0,0.0
nhnw_bin.314.fa.gz,94.38,2.8080000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.314.fa.gz,1314907.0,128482.0,0.0
nhnw_bin.218.fa.gz,94.37,0.657,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.218.fa.gz,1909194.0,22442.0,0.0
nhnw_bin.200.fa.gz,94.35,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.200.fa.gz,1639317.0,91209.0,0.0
nhnw_bin.458.fa.gz,94.33,0.943,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.458.fa.gz,1974425.0,99342.0,0.0
nhnw_bin.96.fa.gz,94.31,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.96.fa.gz,2193514.0,35530.0,0.0
nhnw_bin.565.fa.gz,94.3,1.265,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.565.fa.gz,2119659.0,70268.0,0.0
nhnw_bin.43.fa.gz,94.29,5.369,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.43.fa.gz,1694432.0,105771.0,0.0
nhnw_bin.556.fa.gz,94.26,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.556.fa.gz,2567002.0,14299.0,0.0
nhnw_bin.164.fa.gz,94.26,2.447,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.164.fa.gz,1976386.0,33187.0,0.0
nhnw_bin.597.fa.gz,94.25,3.155,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.597.fa.gz,2213954.0,39857.0,0.0
nhnw_bin.388.fa.gz,94.21,8.745,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.388.fa.gz,2862392.0,27449.0,0.0
nhnw_bin.69.fa.gz,94.15,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.69.fa.gz,1770226.0,60644.0,0.0
nhnw_bin.440.fa.gz,94.15,4.058,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.440.fa.gz,2489347.0,12234.0,0.0
nhnw_bin.433.fa.gz,94.15,0.47600000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.433.fa.gz,1859008.0,45460.0,0.0
nhnw_bin.522.fa.gz,94.12,0.079,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.522.fa.gz,1610856.0,117167.0,0.0
nhnw_bin.586.fa.gz,94.09,1.5819999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.586.fa.gz,2020251.0,74536.0,0.0
nhnw_bin.265.fa.gz,94.08,0.44799999999999995,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.265.fa.gz,1919439.0,34923.0,0.0
nhnw_bin.297.fa.gz,94.07,4.047,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.297.fa.gz,2309736.0,94320.0,0.982108
nhnw_bin.414.fa.gz,94.06,1.915,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.414.fa.gz,2741439.0,92652.0,0.0
nhnw_bin.400.fa.gz,94.01,7.256,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.400.fa.gz,3775941.0,88162.0,0.0
nhnw_bin.393.fa.gz,93.97,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.393.fa.gz,1346481.0,99755.0,0.0
nhnw_bin.143.fa.gz,93.96,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.143.fa.gz,1668860.0,109057.0,0.0
nhnw_bin.546.fa.gz,93.95,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.546.fa.gz,1583622.0,12042.0,0.0
nhnw_bin.479.fa.gz,93.95,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.479.fa.gz,1868572.0,27570.0,0.0
nhnw_bin.133.fa.gz,93.95,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.133.fa.gz,2841627.0,101128.0,0.986799
nhnw_bin.150.fa.gz,93.94,5.555,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.150.fa.gz,2245863.0,27043.0,0.0
nhnw_bin.8.fa.gz,93.86,2.426,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.8.fa.gz,2106911.0,27397.0,0.0
nhnw_bin.215.fa.gz,93.85,0.745,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.215.fa.gz,2063752.0,7117.0,0.0
nhnw_bin.588.fa.gz,93.84,2.904,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.588.fa.gz,2421459.0,27877.0,0.0
nhnw_bin.480.fa.gz,93.82,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.480.fa.gz,1262916.0,23156.0,0.0
nhnw_bin.431.fa.gz,93.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.431.fa.gz,1116817.0,24598.0,0.0
nhnw_bin.56.fa.gz,93.79,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.56.fa.gz,1749894.0,54722.0,0.0
nhnw_bin.79.fa.gz,93.75,1.9080000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.79.fa.gz,2477845.0,36032.0,0.9856200000000002
nhnw_bin.249.fa.gz,93.73,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.249.fa.gz,2238780.0,14777.0,0.0
nhnw_bin.351.fa.gz,93.68,5.033,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.351.fa.gz,2558567.0,11768.0,0.0
nhnw_bin.316.fa.gz,93.66,0.8420000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.316.fa.gz,1872058.0,57391.0,0.0
nhnw_bin.287.fa.gz,93.66,2.7960000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.287.fa.gz,2609277.0,51618.0,0.9866659999999999
nhnw_bin.25.fa.gz,93.65,3.352,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.25.fa.gz,3150792.0,13220.0,0.0
nhnw_bin.548.fa.gz,93.63,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.548.fa.gz,2641273.0,39153.0,0.0
nhnw_bin.424.fa.gz,93.62,4.697,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.424.fa.gz,2742977.0,47534.0,0.0
nhnw_bin.31.fa.gz,93.61,1.8430000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.31.fa.gz,1602916.0,60283.0,0.0
nhnw_bin.36.fa.gz,93.57,2.659,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.36.fa.gz,1668537.0,34717.0,0.0
nhnw_bin.80.fa.gz,93.54,3.225,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.80.fa.gz,1919566.0,66704.0,0.0
nhnw_bin.58.fa.gz,93.51,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.58.fa.gz,2472165.0,46100.0,0.0
nhnw_bin.144.fa.gz,93.51,0.6920000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.144.fa.gz,1795410.0,38290.0,0.0
nhnw_bin.271.fa.gz,93.5,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.271.fa.gz,2315681.0,28584.0,0.0
nhnw_bin.152.fa.gz,93.49,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.152.fa.gz,2693361.0,28018.0,0.0
nhnw_bin.472.fa.gz,93.45,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.472.fa.gz,2766034.0,33464.0,0.0
nhnw_bin.235.fa.gz,93.4,2.3480000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.235.fa.gz,3156360.0,37862.0,0.0
nhnw_bin.197.fa.gz,93.34,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.197.fa.gz,1689675.0,48666.0,0.0
nhnw_bin.172.fa.gz,93.34,7.718,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.172.fa.gz,4377146.0,64902.0,0.0
nhnw_bin.476.fa.gz,93.31,2.404,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.476.fa.gz,2254633.0,16404.0,0.0
nhnw_bin.230.fa.gz,93.29,2.705,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.230.fa.gz,2418391.0,103248.0,0.0
nhnw_bin.382.fa.gz,93.27,4.838,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.382.fa.gz,2371078.0,107322.0,0.0
nhnw_bin.549.fa.gz,93.25,0.8059999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.549.fa.gz,1704998.0,112648.0,0.0
nhnw_bin.483.fa.gz,93.25,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.483.fa.gz,1272815.0,162000.0,0.0
nhnw_bin.194.fa.gz,93.15,0.7340000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.194.fa.gz,1784389.0,22538.0,0.0
nhnw_bin.67.fa.gz,93.13,0.6990000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.67.fa.gz,2643300.0,29392.0,0.9867030000000001
nhnw_bin.438.fa.gz,93.1,3.2910000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.438.fa.gz,2120232.0,22457.0,0.0
nhnw_bin.302.fa.gz,93.09,0.929,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.302.fa.gz,2313401.0,66272.0,0.0
nhnw_bin.100.fa.gz,93.09,3.935,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.100.fa.gz,2729438.0,12312.0,0.0
nhnw_bin.471.fa.gz,93.07,0.026000000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.471.fa.gz,1895269.0,101306.0,0.0
nhnw_bin.104.fa.gz,93.06,7.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.104.fa.gz,2593463.0,118618.0,0.0
nhnw_bin.233.fa.gz,93.05,6.395,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.233.fa.gz,2255634.0,29442.0,0.0
nhnw_bin.405.fa.gz,93.0,4.195,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.405.fa.gz,2389663.0,32201.0,0.0
nhnw_bin.310.fa.gz,92.95,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.310.fa.gz,1955131.0,22362.0,0.0
nhnw_bin.263.fa.gz,92.95,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.263.fa.gz,2082734.0,93247.0,0.0
nhnw_bin.103.fa.gz,92.93,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.103.fa.gz,2168603.0,31444.0,0.0
nhnw_bin.355.fa.gz,92.89,2.498,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.355.fa.gz,2400479.0,10510.0,0.0
nhnw_bin.234.fa.gz,92.88,0.885,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.234.fa.gz,1920578.0,35843.0,0.0
nhnw_bin.412.fa.gz,92.86,4.861000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.412.fa.gz,2052604.0,62221.0,0.0
nhnw_bin.461.fa.gz,92.82,3.7889999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.461.fa.gz,3885739.0,14957.0,0.0
nhnw_bin.135.fa.gz,92.76,0.371,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.135.fa.gz,1977223.0,97024.0,0.0
nhnw_bin.595.fa.gz,92.72,3.355,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.595.fa.gz,2534272.0,7740.0,0.0
nhnw_bin.20.fa.gz,92.68,7.737,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.20.fa.gz,2283525.0,8124.0,0.0
nhnw_bin.311.fa.gz,92.62,0.682,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.311.fa.gz,1875877.0,20931.0,0.0
nhnw_bin.562.fa.gz,92.61,4.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.562.fa.gz,2090798.0,111128.0,0.0
nhnw_bin.536.fa.gz,92.61,1.1179999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.536.fa.gz,1899150.0,10513.0,0.0
nhnw_bin.383.fa.gz,92.59,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.383.fa.gz,2430813.0,97327.0,0.0
nhnw_bin.425.fa.gz,92.54,5.2010000000000005,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.425.fa.gz,3925600.0,38164.0,0.0
nhnw_bin.527.fa.gz,92.39,1.3419999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.527.fa.gz,2105606.0,41374.0,0.0
nhnw_bin.65.fa.gz,92.37,0.966,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.65.fa.gz,2508380.0,53514.0,0.0
nhnw_bin.250.fa.gz,92.35,1.565,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.250.fa.gz,2244452.0,31044.0,0.0
nhnw_bin.257.fa.gz,92.33,2.3480000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.257.fa.gz,4028203.0,26151.0,0.0
nhnw_bin.18.fa.gz,92.32,1.296,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.18.fa.gz,2383323.0,13456.0,0.0
nhnw_bin.582.fa.gz,92.28,2.576,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.582.fa.gz,1116571.0,83888.0,0.0
nhnw_bin.23.fa.gz,92.2,1.7919999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.23.fa.gz,2395825.0,29004.0,0.0
nhnw_bin.53.fa.gz,92.14,4.982,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.53.fa.gz,3928274.0,43368.0,0.9836940000000001
nhnw_bin.421.fa.gz,92.14,0.6920000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.421.fa.gz,1749436.0,78601.0,0.0
nhnw_bin.379.fa.gz,92.13,7.865,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.379.fa.gz,1116857.0,122810.0,0.0
nhnw_bin.142.fa.gz,92.13,4.462,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.142.fa.gz,2352106.0,32850.0,0.0
nhnw_bin.489.fa.gz,92.0,2.6660000000000004,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.489.fa.gz,1764410.0,78838.0,0.0
nhnw_bin.450.fa.gz,92.0,0.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.450.fa.gz,1397478.0,104860.0,0.0
nhnw_bin.408.fa.gz,92.0,4.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.408.fa.gz,1152050.0,242040.0,0.0
nhnw_bin.181.fa.gz,91.97,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.181.fa.gz,2071141.0,58013.0,0.0
nhnw_bin.558.fa.gz,91.94,2.0340000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.558.fa.gz,1831031.0,87232.0,0.0
nhnw_bin.301.fa.gz,91.92,0.789,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.301.fa.gz,2102940.0,40849.0,0.0
nhnw_bin.2.fa.gz,91.92,5.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.2.fa.gz,1739364.0,68703.0,0.0
nhnw_bin.520.fa.gz,91.9,1.056,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.520.fa.gz,2835321.0,5946.0,0.0
nhnw_bin.501.fa.gz,91.84,0.10400000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.501.fa.gz,2139779.0,92238.0,0.0
nhnw_bin.568.fa.gz,91.78,4.202,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.568.fa.gz,2397921.0,155189.0,0.0
nhnw_bin.128.fa.gz,91.77,1.006,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.128.fa.gz,1639356.0,38074.0,0.0
nhnw_bin.463.fa.gz,91.75,1.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.463.fa.gz,1563913.0,12059.0,0.0
nhnw_bin.443.fa.gz,91.74,0.446,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.443.fa.gz,2272665.0,17007.0,0.0
nhnw_bin.426.fa.gz,91.74,8.165,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.426.fa.gz,1666093.0,11711.0,0.0
nhnw_bin.199.fa.gz,91.61,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.199.fa.gz,2085998.0,31212.0,0.0
nhnw_bin.1.fa.gz,91.61,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.1.fa.gz,2578246.0,33319.0,0.0
nhnw_bin.130.fa.gz,91.61,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.130.fa.gz,1576002.0,98248.0,0.0
nhnw_bin.375.fa.gz,91.6,1.682,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.375.fa.gz,2142443.0,99878.0,0.0
nhnw_bin.487.fa.gz,91.58,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.487.fa.gz,1694453.0,96677.0,0.0
nhnw_bin.283.fa.gz,91.58,4.026,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.283.fa.gz,2161377.0,51079.0,0.0
nhnw_bin.502.fa.gz,91.56,1.3980000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.502.fa.gz,2128616.0,9150.0,0.0
nhnw_bin.526.fa.gz,91.55,1.351,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.526.fa.gz,2313162.0,123405.0,0.0
nhnw_bin.136.fa.gz,91.51,1.351,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.136.fa.gz,2345983.0,194843.0,0.0
nhnw_bin.557.fa.gz,91.48,0.158,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.557.fa.gz,1918852.0,59119.0,0.0
nhnw_bin.392.fa.gz,91.47,0.223,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.392.fa.gz,2438660.0,26918.0,0.0
nhnw_bin.344.fa.gz,91.44,9.191,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.344.fa.gz,2266416.0,6971.0,0.0
nhnw_bin.196.fa.gz,91.39,4.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.196.fa.gz,1292227.0,11206.0,0.0
nhnw_bin.193.fa.gz,91.36,2.727,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.193.fa.gz,2360461.0,23763.0,0.0
nhnw_bin.201.fa.gz,91.34,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.201.fa.gz,1647350.0,67889.0,0.990011
nhnw_bin.29.fa.gz,91.18,1.038,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.29.fa.gz,1722457.0,7584.0,0.0
nhnw_bin.475.fa.gz,91.16,3.2430000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.475.fa.gz,1869704.0,6560.0,0.0
nhnw_bin.87.fa.gz,91.12,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.87.fa.gz,1765184.0,122009.0,0.0
nhnw_bin.554.fa.gz,91.1,1.811,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.554.fa.gz,2426555.0,23110.0,0.0
nhnw_bin.101.fa.gz,91.05,0.6920000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.101.fa.gz,1972264.0,13876.0,0.0
nhnw_bin.525.fa.gz,90.97,0.16699999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.525.fa.gz,2453755.0,39633.0,0.0
nhnw_bin.10.fa.gz,90.95,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.10.fa.gz,1679543.0,68233.0,0.0
nhnw_bin.464.fa.gz,90.93,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.464.fa.gz,1602729.0,118109.0,0.0
nhnw_bin.533.fa.gz,90.91,3.2430000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.533.fa.gz,2395352.0,13126.0,0.0
nhnw_bin.328.fa.gz,90.88,2.6839999999999997,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.328.fa.gz,2096550.0,16100.0,0.0
nhnw_bin.231.fa.gz,90.84,0.675,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.231.fa.gz,2257521.0,71388.0,0.0
nhnw_bin.468.fa.gz,90.8,2.403,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.468.fa.gz,2749471.0,103569.0,0.0
nhnw_bin.32.fa.gz,90.79,6.722,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.32.fa.gz,2106858.0,86220.0,0.0
nhnw_bin.323.fa.gz,90.66,4.816,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.323.fa.gz,2316976.0,70648.0,0.0
nhnw_bin.353.fa.gz,90.6,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.353.fa.gz,1766825.0,151897.0,0.0
nhnw_bin.212.fa.gz,90.59,1.989,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.212.fa.gz,2188043.0,15482.0,0.0
nhnw_bin.496.fa.gz,90.56,5.851,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.496.fa.gz,1479615.0,74058.0,0.0
nhnw_bin.81.fa.gz,90.54,1.689,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.81.fa.gz,2303256.0,29284.0,0.0
nhnw_bin.77.fa.gz,90.53,7.997000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.77.fa.gz,4307855.0,47307.0,0.0
nhnw_bin.532.fa.gz,90.46,0.732,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.532.fa.gz,1763640.0,10291.0,0.0
nhnw_bin.510.fa.gz,90.44,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.510.fa.gz,982224.0,21075.0,0.997304
nhnw_bin.163.fa.gz,90.44,2.8080000000000003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.163.fa.gz,1259083.0,23196.0,0.0
nhnw_bin.292.fa.gz,90.43,0.026000000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.292.fa.gz,1263954.0,29510.0,0.0
nhnw_bin.98.fa.gz,90.39,1.2690000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.98.fa.gz,1597882.0,60519.0,0.0
nhnw_bin.241.fa.gz,90.27,1.551,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.241.fa.gz,1330157.0,7435.0,0.0
nhnw_bin.83.fa.gz,90.26,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.83.fa.gz,1768854.0,15714.0,0.982951
nhnw_bin.112.fa.gz,90.26,0.894,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.112.fa.gz,1926870.0,15228.0,0.0
